Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead
2019_CEAGR_394056_1,4808/14M-AC/2019 Dated-04-10-2019,New Construction of Hasanpur to Marahala Road and with 1x5 mtr. Span Culvert work.,New Construction of Hasanpur to Marahala Road and with 1x5 mtr. Span Culvert work.,Works,Open Tender,Lump-sum,Civil Works,No,No,NA ,18-Oct-2019 06:05 PM,23-Oct-2019 12:00 PM ,90.0,No ,No,Online,26-Oct-2019 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"1,02,00,000",CHHAIL BIHARI,"7,748,301.37",Accepted-AOC,2020-06-01,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,{'Construction': 2}
2019_CEALD_400746_1,4940/93C/etendering/P.F.C/19 Dt 24.10.19(8),"Construction of 1x6.00M Span R.C.C. Box Culvert,and approach road on Chaupai chauhan basti link Road","Construction of 1x6.00M Span R.C.C. Box Culvert,and approach road on Chaupai chauhan basti link Road",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,07-Nov-2019 09:00 AM,11-Nov-2019 12:00 PM ,90.0,No ,No,Online,13-Nov-2019 03:00 PM,Cheif Engineer Allahabad Zone PWD Allahabad||SE PRATAPGARH CIRCLE PWD PRATAPGARH,pbh,230001.0,2.0,"42,00,000",m/s satish chandra jaiswal,"3,760,524",Accepted-AOC,2020-04-01,Cheif Engineer Allahabad Zone PWD Allahabad||SE PRATAPGARH CIRCLE PWD PRATAPGARH,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Pre-Monsoon,,False,True,Repair and Restoration,{'Construction': 2}
2019_CEALD_416494_1,4457/Camp Nivida /19Date 24-12-2019,"Errection, Maintenance and Dismantling of Nagvasuki Pile Culvert and Approach Link Road for Parking (Magh Mela 2019-20)","Errection, Maintenance and Dismantling of Nagvasuki Pile Culvert and Approach Link Road for Parking (Magh Mela 2019-20)",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,26-Dec-2019 09:00 AM,NA ,90.0,No ,No,Online,01-Jan-2020 03:00 PM,Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CD-4 -KUMBH MELA- PWD ALLAHABAD,Prayagraj,211002.0,2.0,"20,60,000",SAHGAL CONSTRUCTION,"1,183,629",Accepted-AOC,2020-01-01,Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CD-4 -KUMBH MELA- PWD ALLAHABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Others,
2019_CEBLY_405398_1,9931 /431C(e tender)-3/19-20 DATE 07.11.19,"Construction of Main Bridge, Approach Road and Extra Approach Road over Deorania river between Village Sundrasi and Malau under State Scheme (2019-20) in District Bareilly","Construction of Main Bridge, Approach Road and Extra Approach Road over Deorania river between Village Sundrasi and Malau under State Scheme (2019-20) in District Bareilly",Works,Open Tender,Fixed-rate,Civil Works - Bridges,No,No,NA ,19-Nov-2019 05:00 PM,22-Nov-2019 12:00 PM ,90.0,No ,No,Online,11-Dec-2019 12:30 PM,Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY,BAREILLY,243001.0,2.0,"3,81,85,416",M/s A.M. BUILDERS,"38,662,734",Accepted-AOC,2020-06-01,Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 2, 'River': 2, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2}"
2019_CEMRT_396742_2,966/4A dated 22.10.2019,Patch Repair work on different VR roads under AE I,Patch Repair work on different VR roads under AE I,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,30-Oct-2019 10:00 AM,31-Oct-2019 12:00 PM ,90.0,No ,No,Online,06-Nov-2019 12:30 PM,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,GHAZIABAD,201001.0,2.0,"20,00,000",M/S D.A.P.L ASSOCIATES,"1,873,593",Accepted-AOC,2020-08-01,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 2, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,True,True,Repair and Restoration,{'repair': 2}
2019_CLDF_395908_11,1433/e-Tender/Jhansi Div/2019-20/24-10-2019,CONSTRUCTION OF PEWAR BRICKS ROAD AND DRAIN AT VILLAGE SIMARDHA IN VIRDHA BLOCK IN LALITPUR DISTRICT,Please Refer to Tender Document,Works,Open Tender,Percentage,Civil Works,No,No,NA ,19-Nov-2019 09:00 AM,NA ,180.0,No ,No,Offline,27-Nov-2019 03:00 PM,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,LALITPUR,284403.0,2.0,"74,84,459",ALDINE VAISHNAVI INFRA LLP,"7,483,710.55",Accepted-AOC,2020-09-01,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}"
2019_CLDF_395908_9,1433/e-Tender/Jhansi Div/2019-20/24-10-2019,CONSTRUCTION OF PEWAR BRICKS ROAD AND DRAIN AT VILLAGE BARKHIRIYA IN VIRDHA BLOCK IN LALITPUR DISTRICT,Please Refer to Tender Document,Works,Open Tender,Percentage,Civil Works,No,No,NA ,19-Nov-2019 09:00 AM,NA ,180.0,No ,No,Offline,27-Nov-2019 03:00 PM,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,LALITPUR,284403.0,2.0,"80,96,966",K.K. ENTERPRISES,"8,088,869.03",Accepted-AOC,2020-09-01,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}"
2019_CLDF_406237_4,1967/e-Tender/Jhansi Div/2019-20/20-11-2019,CONSTRUCTION WORK OF PEVER BRICK ROAD AND DRAIN AT GRAM THANWARA IN JAKHAURA BLOCK IN LALITPUR DISTRICT,Please Refer to Tender Document,Works,Open Tender,Percentage,Civil Works,No,No,NA ,22-Nov-2019 02:00 PM,NA ,180.0,No ,No,Offline,04-Dec-2019 03:00 PM,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,LALITPUR,284403.0,2.0,"80,87,423",ALDINE VAISHNAVI INFRA LLP,"8,086,614.95",Accepted-AOC,2020-09-01,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}"
2019_CLDF_406713_2,1578/e-tender/Jhansi Div/2019-20/21.11.2019,CONSTRUCTION WORK OF PEWAR BRICKS AND DRAIN AT VILLAGE SARKHADI IN BLOCK- MADAWARA IN LALITPUR DISTRICT,Please Refer to tender document,Works,Open Tender,Percentage,Civil Works,No,No,NA ,22-Nov-2019 06:00 PM,NA ,180.0,No ,No,Offline,04-Dec-2019 03:00 PM,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,LALITPUR,284404.0,2.0,"80,91,242",ALDINE VAISHNAVI INFRA LLP,"8,010,330.08",Accepted-AOC,2020-09-01,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}"
2019_CLDF_406713_5,1578/e-tender/Jhansi Div/2019-20/21.11.2019,CONSTRUCTION WORK OF PEWAR BRICKS AND DRAIN AT VILLAGE GUDHA BUJURG IN BLOCK- MADAWARA IN LALITPUR DISTRICT,Please Refer to tender document,Works,Open Tender,Percentage,Civil Works,No,No,NA ,22-Nov-2019 06:00 PM,NA ,180.0,No ,No,Offline,04-Dec-2019 03:00 PM,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,LALITPUR,284404.0,2.0,"80,81,612",ALDINE VAISHNAVI INFRA LLP,"8,080,804.69",Accepted-AOC,2020-09-01,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow||EE Lucknow Unit,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}"
