Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Dec-2025,"INR 276,717.25",60.0,Arpit Srivastava,06-Dec-2025 02:00 PM,LOI26.pdf (333.00 KB),As Per LOI,Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE ECCD Ist,2025_UPPCL_1068729_1,26/ECCD-I/ 2025-26,MandR of Misc Civil works in Res No 28 36 42 at V N P Hydel officers colony Lucknow,1.0,5524559.0,M/S RAKESH ASSOCIATES,INR,"232,968.25",1,5544153,M/S KAY KAY Enterprises,18-Sep-2025 04:55 PM,Rejected-AOC,As Per Higher Value,06-Dec-2025 02:00 PM,Technical,Technical Summary,Krishna Kumar,19-Sep-2025 03:55 PM,technical_1949678.pdf,SE,Internal,EE,Krishna Kumar,24-Sep-2025 11:42 PM,finsummary_1949678.pdf (731.40 KB),Finance,Financial Summary,Krishna Kumar,23-Sep-2025 03:32 PM,finance_1949678.pdf,BOQ Comparative Chart,SE,Internal,EE,Raj Kumar Jaiswal,23-Sep-2025 03:22 PM,23-Sep-2025 03:25 PM,techsummary_1949678.pdf (770.01 KB),AOC,590.0,"EE, ECCD-1 ALIGANJ",Lucknow,No,MandR of Misc Civil works in Res No 28 36 42 at V N P Hydel officers colony Lucknow,MandR of Misc Civil works in Res No 28 36 42 at V N P Hydel officers colony Lucknow,NA ,NA ,"2,76,717",Civil Works,NA ,Tender,120.0,60.0,LUCKNOW,226024.0,NA ,NA ,NA ,"EE, ECCD-1 ALIGANJ LKO",No ,No,EE,"EE, ECCD-1 ALIGANJ LKO",27-Aug-2025 09:00 AM,19-Sep-2025 03:30 PM,27-Aug-2025 09:00 AM,18-Sep-2025 05:00 PM,NA ,NA ,27-Aug-2025 09:00 AM,18-Sep-2025 05:00 PM,23-Sep-2025 03:25 PM,1.0,RTGS - RTGS Payment,Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE ECCD Ist,26/ECCD-I/ 2025-26,2025_UPPCL_1068729_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEE AND EMD,1.0,Date Extend,Date,,"6,000",No,fixed,,"EE, ECCD-1 ALIGANJ",Lucknow,AOC
,,,,,,,,,,,,,,,,2,5524559,M/S RAKESH ASSOCIATES,17-Sep-2025 11:15 PM,Accepted-AOC,As Per Lowest Value,06-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PRE QUAL DOCS,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5538482,RAKESH KUMAR TIWARI,16-Sep-2025 12:44 PM,Rejected-AOC,As Per Higher Value,06-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
