Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,03-Dec-2025 02:35 PM,03-Dec-2025 04:00 PM,techsummary_1999229.pdf (762.67 KB),26-Dec-2025,"INR 1,398,223.18",60.0,avadhesh kumar sharma,26-Dec-2025 07:29 PM,L4AG45.pdf (324.00 KB),AG.NO. 45/EE/2025-26 DATE 15.12.2025 M/S AARU ENTERPRICS,Technical,Summary,avadhesh kumar sharma,22-Nov-2025 11:24 PM,,Finance,Summary,avadhesh kumar sharma,04-Dec-2025 01:27 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,26-Dec-2025 11:45 AM,finsummary_1999229.pdf (476.12 KB),1.0,5672403.0,AARU ENTERPRISE,INR,"1,398,223.18",1,5672403,AARU ENTERPRISE,13-Nov-2025 09:02 AM,Accepted-AOC,accepted,26-Dec-2025 07:28 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1086669_33,04/EEAID/2025-26,LOT04 Janpad Bijnor Mein Pili Bandh Ke Km. 2.570 per sthit sloos-1 ke nikat tindal room ki chahardiwari ka Karya.,AOC,LOT04 Janpad Bijnor Mein Pili Bandh Ke Km. 2.570 per sthit sloos-1 ke nikat tindal room ki chahardiwari ka Karya.,LOT04 Janpad Bijnor Mein Pili Bandh Ke Km. 2.570 per sthit sloos-1 ke nikat tindal room ki chahardiwari ka Karya.,AS PER NIT ,NA ,"18,22,000",Civil Works,NA ,Tender,90.0,60.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",04/EEAID/2025-26,2025_UPIDC_1086669_33,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,1.0,Fee/PreQual/Technical,.pdf,NIT,354.0,Nil,Nil,No,"37,000",No,fixed,,Nil,Nil,1.0,SBI Bank,08-Nov-2025 04:00 PM,13-Nov-2025 04:30 PM,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,NA ,NA ,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,03-Dec-2025 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5667753,HINWAR CONSTRUCTION CO,11-Nov-2025 11:19 AM,Rejected-AOC,rejected,26-Dec-2025 07:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5672710,M/S SANJEEV KUMAR CONTRACTOR,13-Nov-2025 12:22 PM,Rejected-AOC,rejected,26-Dec-2025 07:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5672810,M/S VIJENDRA SINGH CONTRACTOR,13-Nov-2025 02:50 PM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,03-Dec-2025 02:35 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5669716,RAJENDRA SINGH,11-Nov-2025 11:29 PM,Rejected-AOC,rejected,26-Dec-2025 07:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5673138,VISHALA CIVIL CONTRACTORS AND MAINTENANCE,13-Nov-2025 01:25 PM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,03-Dec-2025 02:35 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
