Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
19-Dec-2025,"INR 1,520,640",90.0,SUNIL KUMAR,19-Dec-2025 07:30 PM,3.pdf (625.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2025_UPIDC_1094541_1,06/EE/2025-26/3,Restoration of Service Road from km 48.000 to 49.800 at Bhognipur Branch,1.0,5720314.0,AK ENTERPRISES,INR,"1,520,640",1,5720314,AK ENTERPRISES,04-Dec-2025 11:41 AM,Accepted-AOC,L1,19-Dec-2025 07:29 PM,Technical,As per tender notice,SUNIL KUMAR,06-Dec-2025 02:37 PM,,Executive Engineer,Internal,Internal,SUNIL KUMAR,19-Dec-2025 07:18 PM,finsummary_2012935.pdf (26.77 KB),Finance,As per Tender Notice,SUNIL KUMAR,18-Dec-2025 05:11 PM,,BOQ Comparative Chart,Executive Engineer,Internal,Accountant EE,SUNIL KUMAR,10-Dec-2025 04:21 PM,12-Dec-2025 04:00 PM,techsummary_2012935.pdf (623.11 KB),AOC,"1,62,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",06/EE/2025-26/3,2025_UPIDC_1094541_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Restoration of Service Road from km 48.000 to 49.800 at Bhognipur Branch,Restoration of Service Road from km 48.000 to 49.800 at Bhognipur Branch,Please refer Tender Documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,30.0,Bhognipur Branch,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,384.0,Nil,Nil,No,Executive Engineer,ICD Firozabad,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,29-Nov-2025 11:30 AM,04-Dec-2025 04:00 PM,29-Nov-2025 11:30 AM,04-Dec-2025 03:00 PM,NA ,NA ,29-Nov-2025 11:30 AM,04-Dec-2025 03:00 PM,12-Dec-2025 04:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5721208,M/S ANJUM AKHTAR CONTRACTOR AND SUPPLIERS,04-Dec-2025 02:36 PM,Rejected-Finance,L2,19-Dec-2025 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5720682,M/s SHRI MAHIPAL SINGH,04-Dec-2025 12:31 PM,Rejected-Technical,Not Qualified As per Tender Notice,10-Dec-2025 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
