S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"6,000",Yes,fixed,,Nil,Nil,559.0,Nil,Nil,No,AE-4 S.N.K.-1 BALRAMPUR,AE-4 S.N.K.-1 BALRAMPUR,Earth work in silt clearance/Scraping of Amrahwa Mr. from km 0.000 to 3.460,Earth work in silt clearance/Scraping of Amrahwa Mr. from km 0.000 to 3.460,Please refer Tender documents. ,NA ,"58,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Balrampur,271201.0,NA ,NA ,NA ,AE-4 S.N.K.-1 BALRAMPUR,No ,No,08-Nov-2025 10:00 AM,14-Nov-2025 03:00 PM,08-Nov-2025 10:00 AM,14-Nov-2025 01:00 PM,NA ,NA ,08-Nov-2025 10:00 AM,14-Nov-2025 01:00 PM,19-Nov-2025 06:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/AE4/2025-26,2025_UPIDC_1084580_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,AOC,1,5669678,PRAVEEN KUMAR TRIPATHI CONTRACTOR AND GENERAL ORDER SUPPLIER,11-Nov-2025 11:42 PM,Accepted-AOC,L1,24-Dec-2025 04:11 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2025_UPIDC_1084580_17,03/AE4/2025-26,Earth work in silt clearance/Scraping of Amrahwa Mr. from km 0.000 to 3.460,1.0,5669678.0,PRAVEEN KUMAR TRIPATHI CONTRACTOR AND GENERAL ORDER SUPPLIER,INR,"56,762.61",Finance,lett,Ram Jiwan Verma,24-Dec-2025 04:06 PM,finance_1998373.pdf,BOQ Comparative Chart,ram jiwan verma,Internal,Awdhesh Kumar,Ram Jiwan Verma,24-Dec-2025 04:09 PM,finsummary_1998373.pdf (83.91 KB),ram jiwan verma,Internal,Awdhesh Kumar,Ram Jiwan Verma,19-Nov-2025 06:26 PM,19-Nov-2025 06:30 PM,techsummary_1998373.pdf (83.91 KB),Technical,bid,Ram Jiwan Verma,19-Nov-2025 05:58 PM,technical_1998373.pdf,24-Dec-2025,"INR 56,762.61",25.0,Ram Jiwan Verma,24-Dec-2025 04:12 PM,acp.pdf (168.00 KB),lett,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,2,5669738,Rakesh Kumar Tripathi Contractor And Supplier,11-Nov-2025 11:56 PM,Rejected-Finance,L2,24-Dec-2025 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
