Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
26-Dec-2025,"INR 631,087.86",60.0,avadhesh kumar sharma,26-Dec-2025 07:50 PM,L16AG48.pdf (450.00 KB),AG.NO. 48/EE/2025-26 DATE 15.12.2025 M/S AARU ENTERPRISE,Technical,Summary,avadhesh kumar sharma,22-Nov-2025 11:01 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,23-Nov-2025 12:08 PM,24-Nov-2025 03:00 PM,techsummary_1999268.pdf (496.35 KB),Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,26-Dec-2025 06:27 PM,finsummary_1999268.pdf (475.16 KB),Finance,Summary,avadhesh kumar sharma,03-Dec-2025 03:03 PM,,BOQ Comparative Chart,1.0,5672479.0,AARU ENTERPRISE,INR,"631,087.86","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1086669_45,04/EEAID/2025-26,LOT16 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat Chandpur rajwaha ke km. 1.500 par V.R.B. ke punarnirmaan avam Sambadh bankon ke shuddhdikaran ka Karya.,1,5672479,AARU ENTERPRISE,13-Nov-2025 12:55 PM,Accepted-AOC,accepted,26-Dec-2025 07:50 PM,AOC,1.0,SBI Bank,266.0,Nil,Nil,No,LOT16 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat Chandpur rajwaha ke km. 1.500 par V.R.B. ke punarnirmaan avam Sambadh bankon ke shuddhdikaran ka Karya.,LOT16 Janpad Bijnor Mein Shahpur Nahar Pranali ke antargat Chandpur rajwaha ke km. 1.500 par V.R.B. ke punarnirmaan avam Sambadh bankon ke shuddhdikaran ka Karya.,AS PER NIT ,NA ,"8,22,000",Civil Works,NA ,Tender,90.0,60.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",04/EEAID/2025-26,2025_UPIDC_1086669_45,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"17,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,08-Nov-2025 04:00 PM,13-Nov-2025 04:30 PM,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,NA ,NA ,08-Nov-2025 04:00 PM,13-Nov-2025 04:00 PM,24-Nov-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5672194,KAUSHIK CONSTRUCTION AND SUPPLIERS,12-Nov-2025 11:24 PM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,23-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5673351,M/S J S CONSTRUCTION,13-Nov-2025 02:44 PM,Rejected-AOC,rejected,26-Dec-2025 07:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5673571,M/S NETRAPAL SINGH,13-Nov-2025 03:11 PM,Rejected-AOC,rejected,26-Dec-2025 07:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5672635,M/S PARVEEN SINGH,13-Nov-2025 10:47 AM,Rejected-AOC,rejected,26-Dec-2025 07:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5672828,M/S VIJENDRA SINGH CONTRACTOR,13-Nov-2025 02:56 PM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,23-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
