Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||ID, bijnore",02/EE/2025-26,2025_UPIDC_1082040_12,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"5,000",No,fixed,,Nil,Nil,677.0,Nil,Nil,No,EE,I.D. Bijnor,1.0,Fee/PreQual/Technical,.pdf,Technical Document( Contractor),Silt Clearence/scraping from km. 0.000 to km. 5.135 of Bahupura dy.(Lot-12),Silt Clearence/scraping from km. 0.000 to km. 5.135 of Bahupura dy.,Please refer Tender documents. ,NA ,"2,50,000",Civil Works - Canal,NA ,Tender,90.0,25.0,Bijnor,246701.0,NA ,NA ,NA ,I.D. Bijnor,No ,No,14-Oct-2025 10:00 AM,21-Oct-2025 11:00 AM,14-Oct-2025 10:00 AM,20-Oct-2025 05:00 PM,NA ,NA ,14-Oct-2025 10:00 AM,20-Oct-2025 05:00 PM,31-Oct-2025 04:00 PM,AOC,1.0,5617682.0,M/S SHRSDDHA CONSTRUCTION,INR,"196,625.55",Vikas Agrawal,Internal,as per uploaded document,VIKAS AGRAWAL,31-Oct-2025 07:24 PM,finsummary_1982308.pdf (3998.57 KB),Finance,Three bids received are admitted,VIKAS AGRAWAL,31-Oct-2025 06:20 PM,,BOQ Comparative Chart,1,5620349,M/S DELTA CONSTRUCTION,20-Oct-2025 04:14 PM,Rejected-AOC,L3,04-Dec-2025 12:50 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||ID, bijnore",2025_UPIDC_1082040_12,02/EE/2025-26,Silt Clearence/scraping from km. 0.000 to km. 5.135 of Bahupura dy.(Lot-12),Vikas Agrawal,Internal,as per uploaded document,VIKAS AGRAWAL,28-Oct-2025 02:05 PM,31-Oct-2025 04:00 PM,techsummary_1982308.pdf (3998.57 KB),03-Nov-2025,"INR 196,625.55",25.0,VIKAS AGRAWAL,04-Dec-2025 12:50 PM,AOCLot12Bahupura.pdf (749.00 KB),Awarded To M/S SHRSDDHA CONSTRUCTION,Technical,All bids submitted,VIKAS AGRAWAL,21-Oct-2025 04:27 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5617682,M/S SHRSDDHA CONSTRUCTION,18-Oct-2025 11:36 AM,Accepted-AOC,L1,04-Dec-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5619311,SHIV CONTRACTOR,20-Oct-2025 11:54 AM,Rejected-AOC,L2,04-Dec-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
