Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Patch repairing of Kolipur dy from Km. 2.110 to 7.610,Patch repairing of Kolipur dy from Km. 2.110 to 7.610,Technical and Financial ,NA ,"13,00,000",Civil Works - Roads,NA ,Tender,90.0,15.0,Kaushambi,212207.0,Manjhanpur ,Office of EE Id kaushambi ,16-Oct-2025 11:00 AM ,Manjhanpur,No ,No,"1,016",Nil,Nil,No,"26,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kaushambhi",01/EE/2025-26,2025_UPIDC_1082163_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Id kaushambi,Office of EE Id kaushambi,1.0,SBI Bank,13-Oct-2025 12:00 PM,21-Oct-2025 02:00 PM,13-Oct-2025 12:00 PM,21-Oct-2025 12:00 PM,NA ,NA ,13-Oct-2025 12:00 PM,21-Oct-2025 12:00 PM,25-Oct-2025 10:45 AM,1.0,Fee/PreQual/Technical,.pdf,Technical bid,AOC,Sri sunder lal Verma EE ID Kaushambi,Internal,"Sunder lal Verma EE ID Kaushambi, Anand Divedi EE ID Fatehpur, Surendra Kumar Kaushal EE ID Kanpue Dehat, Vijay Mishra DAO ID Kaushambi",sunder lal verma,24-Oct-2025 08:46 PM,25-Oct-2025 10:45 AM,techsummary_1981604.pdf (29.14 KB),Finance,Two Bids Admitted,SUNDER LAL VERMA,25-Oct-2025 02:52 PM,,BOQ Comparative Chart,Sri sunder lal Verma EE ID Kaushambi,Internal,"Anand Divedi EE ID Fatehpur, Surendra Kumar Kaushal EE ID Kanpue Dehat, Vijay Mishra DAO ID Kaushambi",sunder lal verma,18-Nov-2025 05:54 PM,finsummary_1981604.pdf (29.14 KB),Technical,Admitted,SUNDER LAL VERMA,24-Oct-2025 11:58 AM,,1.0,5620771.0,M/S Pushpa singh,INR,"778,800","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kaushambhi",2025_UPIDC_1082163_4,01/EE/2025-26,Patch repairing of Kolipur dy from Km. 2.110 to 7.610,1,5620771,M/S Pushpa singh,21-Oct-2025 10:11 AM,Accepted-AOC,L1,25-Dec-2025 11:50 AM,18-Nov-2025,"INR 778,800",15.0,sunder lal verma,25-Dec-2025 11:50 AM,Lot4.pdf (464.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5620454,OMKAR ENTERPRISES,20-Oct-2025 05:17 PM,Rejected-Technical,Labour registration not found,24-Oct-2025 08:46 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5620486,Satya Prakash Singh,20-Oct-2025 05:56 PM,Rejected-Finance,II Lowest,18-Nov-2025 05:54 PM,,,,,,,AOC
