S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,03-Oct-2025 11:00 AM,09-Oct-2025 12:30 PM,03-Oct-2025 11:00 AM,09-Oct-2025 12:00 PM,NA ,NA ,03-Oct-2025 11:00 AM,09-Oct-2025 12:00 PM,17-Oct-2025 04:00 PM,1.0,Corrigendum,Other,,LOT 02 SILT CLEARANCE/ SCRAPPING/ JUNGLE CLEARANCE OF NAGINA MAIN CANAL BETWEEN KM 0.000 TO 10.860 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2024-25.,LOT 02 SILT CLEARANCE/ SCRAPPING/ JUNGLE CLEARANCE OF NAGINA MAIN CANAL BETWEEN KM 0.000 TO 10.860 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2024-25.,AS PER NIT ,NA ,"5,52,000",Civil Works,NA ,Tender,90.0,15.0,DHAMPUR,246761.0,DHAMPUR ,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR ,06-Oct-2025 03:00 PM ,DHAMPUR,No ,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",03/EEAID/2025-26,2025_UPIDC_1079237_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,266.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT,"12,000",No,fixed,,Nil,Nil,AOC,Finance,Summary,avadhesh kumar sharma,17-Oct-2025 05:29 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.DIV.-4 BIJNOR,avadhesh kumar sharma,17-Oct-2025 01:45 PM,17-Oct-2025 04:00 PM,techsummary_1974240.pdf (223.31 KB),Technical,Summary,avadhesh kumar sharma,17-Oct-2025 01:12 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,29-Oct-2025 10:32 PM,finsummary_1974240.pdf (480.53 KB),03-Nov-2025,"INR 525,073.9",15.0,avadhesh kumar sharma,05-Dec-2025 10:18 PM,35.pdf (451.00 KB),Ag.No. /EE/2025-26 DATE 31.10.2025 M/S CHAUDHARY CONSTRUCTION AND SUPPLIERS,1.0,5595516.0,CHAUDHARY ENTERPRISES AND CONSTRUCTION,INR,"525,073.9","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1079237_2,03/EEAID/2025-26,LOT 02 SILT CLEARANCE/ SCRAPPING/ JUNGLE CLEARANCE OF NAGINA MAIN CANAL BETWEEN KM 0.000 TO 10.860 IN DISTT. BIJNOR FOR RABI 1433-F-YEAR 2024-25.,1,5595516,CHAUDHARY ENTERPRISES AND CONSTRUCTION,09-Oct-2025 11:46 AM,Accepted-AOC,accepted,05-Dec-2025 10:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5595222,KAUSHIK CONSTRUCTION AND SUPPLIERS,09-Oct-2025 11:21 AM,Rejected-AOC,rejected,05-Dec-2025 10:18 PM,AOC
