Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
589.0,Nil,Nil,No,"2,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_21,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,SBI Bank,04-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,NA ,NA ,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,24-Oct-2025 03:00 PM,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SiltScraping and jungle clearance of Sekhui minor at km 0.000 to 3.800,SiltScraping and jungle clearance of Sekhui minor at km 0.000 to 3.800,Please refer Tender documents. ,NA ,"1,10,000",Civil Works - Canal,NA ,Rate Contract,90.0,20.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,AOC,1,5596760,AARADHYA ENTERPRISES,12-Oct-2025 05:14 PM,Rejected-Finance,As per Upload,06-Dec-2025 10:47 AM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_21,03/EESNK1BANSI/2025-26,SiltScraping and jungle clearance of Sekhui minor at km 0.000 to 3.800,Finance,As per Upload,Birendra Paswan,21-Nov-2025 11:33 AM,finance_1973672.pdf,BOQ Comparative Chart,Birendra Paswan,Internal,,Birendra Paswan,06-Dec-2025 10:47 AM,finsummary_1973672.pdf (231.13 KB),1.0,5600985.0,M/S JAI MAA VAISNO TRADERS,INR,"88,159.14",Technical,As per Upload,Birendra Paswan,19-Oct-2025 10:10 PM,technical_1973672.pdf,11-Dec-2025,"INR 88,153.14",20.0,Birendra Paswan,29-Dec-2025 11:13 AM,sekhui_26.pdf (587.00 KB),Birendra Paswan,Internal,,Birendra Paswan,24-Oct-2025 01:26 PM,24-Oct-2025 03:00 PM,techsummary_1973672.pdf (481.37 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5597638,CHANDRIKA PRASAD THEKEDAR,12-Oct-2025 05:05 PM,Rejected-Finance,As per Upload,25-May-2026 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5600985,M/S JAI MAA VAISNO TRADERS,12-Oct-2025 01:17 PM,Accepted-AOC,As per Upload,29-Dec-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5600082,M/S RAJKUMAR THEKEDAR,11-Oct-2025 06:47 PM,Rejected-Finance,As per Upload,06-Dec-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,5601455,RADHESHYAM,12-Oct-2025 04:35 PM,Rejected-Finance,As per Upload,06-Dec-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
