Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Bid Dcoments,Lot-24,Silt clearance and Scraping,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Azamgarh,276001.0,NA ,NA ,NA ,Office SSK-23 Azamgarh,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",01/AE/2025-26,2025_UPIDC_1088427_86,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,NA ,NA ,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,24-Nov-2025 02:30 PM,89.0,Nil,Nil,No,1.0,SBI Bank,A.E. SSK-23 Azamgarh,Office SSK-23 Azamgarh,"20,000",Yes,fixed,,Nil,Nil,AOC,1.0,5691128.0,KHUDDI RAM,INR,"141,800",Finance,2 bidders admitted,Ritesh Kumar Singh,24-Nov-2025 09:22 PM,,Ritesh Kuamar Singh,Internal,,Ritesh Kumar Singh,29-Dec-2025 11:02 PM,finsummary_2004549.pdf (99.25 KB),1,5691128,KHUDDI RAM,21-Nov-2025 08:51 PM,Accepted-AOC,L1,29-Dec-2025 11:06 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2025_UPIDC_1088427_86,01/AE/2025-26,Lot-24,29-Dec-2025,"INR 200,000",15.0,Ritesh Kumar Singh,29-Dec-2025 11:06 PM,24.pdf (121.00 KB),Technical,2 Bidder Technically Qualified,Ritesh Kumar Singh,24-Nov-2025 11:38 AM,,Ritesh Kumar Singh,Internal,,Ritesh Kumar Singh,24-Nov-2025 02:28 PM,24-Nov-2025 02:30 PM,techsummary_2004549.pdf (99.25 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,5691784,SHRI CONSTRUCTION AND COMPANY,21-Nov-2025 02:00 PM,Rejected-Finance,L2,29-Dec-2025 11:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
