S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,177.0,Nil,Nil,No,25-Oct-2025 12:00 PM,30-Oct-2025 12:30 PM,25-Oct-2025 12:00 PM,30-Oct-2025 12:00 PM,NA ,NA ,25-Oct-2025 12:00 PM,30-Oct-2025 12:00 PM,31-Oct-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",03/EEAID/2025-26,2025_UPIDC_1079237_56,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"6,000",No,fixed,,Nil,Nil,LOT 31 SCRAPPING CLEARANCE OF PIPALSANA DY. FROM KM. 15.050 TO KM. 24.000 IN FASLI RABI 1433 YEAR 2025-26,LOT 31 SCRAPPING CLEARANCE OF PIPALSANA DY. FROM KM. 15.050 TO KM. 24.000 IN FASLI RABI 1433 YEAR 2025-26,AS PER NIT ,NA ,"2,65,000",Civil Works,NA ,Tender,90.0,15.0,MORADABAD,244001.0,NA ,NA ,NA ,DHAMPUR,No ,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,AOC,1,5632423,KISHAN LAL CONTRACTOR,27-Oct-2025 02:32 PM,Accepted-AOC,accepted,25-Dec-2025 01:49 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1079237_56,03/EEAID/2025-26,LOT 31 SCRAPPING CLEARANCE OF PIPALSANA DY. FROM KM. 15.050 TO KM. 24.000 IN FASLI RABI 1433 YEAR 2025-26,1.0,5632423.0,KISHAN LAL CONTRACTOR,INR,"237,387.6",Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,02-Nov-2025 09:59 PM,finsummary_1988642.pdf (479.59 KB),Finance,Summary,avadhesh kumar sharma,02-Nov-2025 09:55 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,31-Oct-2025 10:34 AM,31-Oct-2025 12:00 PM,techsummary_1988642.pdf (381.02 KB),Technical,Summary,avadhesh kumar sharma,31-Oct-2025 10:26 AM,,03-Nov-2025,"INR 237,387.6",15.0,avadhesh kumar sharma,25-Dec-2025 01:50 PM,36.pdf (455.00 KB),Ag.No. 36/EE/2025-26 DATE 01.11.2025 SHRI KISHANLAL CONTRACTOR,AOC
,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5632509,SUMAN DEVI,27-Oct-2025 02:45 PM,Rejected-AOC,rejected,25-Dec-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
