EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,900",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,60/ETC-II(P)/2024-2025,60/ETC-II(P)/2024-2025,Please refer Tender documents. ,NA ,"1,85,500",Electrical Works,NA ,Tender,120.0,60.0,132 KV S/S SIRATHU,212217.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop",590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,Superintending Engineer,"Superintending Engineer, Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",1.0,RTGS - RTGS Payment,01-Feb-2025 09:00 AM,07-Feb-2025 01:00 PM,01-Feb-2025 09:00 AM,06-Feb-2025 05:00 PM,NA ,NA ,01-Feb-2025 09:00 AM,06-Feb-2025 05:00 PM,18-Mar-2025 04:00 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,60/ETC-II(P)/2024-2025,2025_UPTCL_1000850_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Superintending Engineer,Internal,"Executive Engineer (A), Senior Account Officer",GYANENDRA KUMAR,18-Mar-2025 03:47 PM,18-Mar-2025 04:00 PM,techsummary_1779533.pdf (377.79 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO.60,GYANENDRA KUMAR,18-Mar-2025 04:11 PM,finance_1779533.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,PART IInd HAS BEEN OPENED OF E-T-NO.60,GYANENDRA KUMAR,18-Mar-2025 04:17 PM,finsummary_1779533.pdf (377.78 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO.60,GYANENDRA KUMAR,18-Mar-2025 03:44 PM,technical_1779533.pdf,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1000850_1,60/ETC-II(P)/2024-2025,60/ETC-II(P)/2024-2025,1.0,4915788.0,MAA BARAHI CONSTRUCTION,INR,"117,160",1,4916153,B.R. ENTERPRISES,06-Feb-2025 04:55 PM,Rejected-AOC,L3,24-Dec-2025 05:36 PM,24-Dec-2025,"INR 117,160",60.0,GYANENDRA KUMAR,24-Dec-2025 05:36 PM,T60.pdf (3576.00 KB),"Construction of 33 KV transfer bus coupler at 132 KV S/S Sirathu under ETD-IV, Prayagraj",AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4915788,MAA BARAHI CONSTRUCTION,06-Feb-2025 04:47 PM,Accepted-AOC,L1,24-Dec-2025 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4919218,Marc vision infrasolutions pvt. ltd.,06-Feb-2025 03:33 PM,Rejected-AOC,L4,24-Dec-2025 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4918406,M/S OM SHANTI ENTERPRISES,06-Feb-2025 04:51 PM,Rejected-AOC,L2,24-Dec-2025 05:36 PM,,,,,,,,AOC
