Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",2025_UPIDC_1079102_2,01/EE/2025-26,jungle Clearance and Scrapping from Km. 0.000 to Km. 7.300 of Mansoori Minor,1.0,5598213.0,RAVINDRA SINGH,INR,"115,381.46",1,5595595,M/S ARYA ENTERPRISES,10-Oct-2025 11:05 AM,Rejected-Finance,Higher,02-Nov-2025 04:33 PM,17-Nov-2025,"INR 115,381.46",15.0,Vishwanath Shukla,21-Dec-2025 05:48 PM,Aoc211.pdf (285.00 KB),VN Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,22-Oct-2025 04:32 PM,23-Oct-2025 11:00 AM,techsummary_1973562.pdf (512.21 KB),Finance,Attached,Vishwanath Shukla,02-Nov-2025 02:20 PM,finance_1973562.pdf,BOQ Comparative Chart,Vn Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,02-Nov-2025 04:33 PM,finsummary_1973562.pdf (512.21 KB),Technical,Attached,Vishwanath Shukla,22-Oct-2025 04:27 PM,technical_1973562.pdf,AOC,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (U.P.) 273008,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",01/EE/2025-26,2025_UPIDC_1079102_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"4,000",No,fixed,,Nil,Nil,03-Oct-2025 10:00 AM,11-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,23-Oct-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Document,1.0,SBI Bank,589.0,Nil,Nil,No,jungle Clearance and Scrapping from Km. 0.000 to Km. 7.300 of Mansoori Minor,jungle Clearance and Scrapping from Km. 0.000 to Km. 7.300 of Mansoori Minor,Please refer Tender documents. ,NA ,"1,96,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (,No ,No,AOC
,,,,,,,,,2,5595303,M/s KRISHNA CONSTRUCTION,10-Oct-2025 10:51 AM,Rejected-Finance,Higher,02-Nov-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5595660,M/S NISHU ENTERPRISES,10-Oct-2025 12:07 PM,Rejected-Finance,Higher,02-Nov-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5597286,M/S SUSHILA ENTERPRISES,10-Oct-2025 01:55 PM,Rejected-Technical,Disqualified,22-Oct-2025 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5596952,RAM DARASH YADAV,09-Oct-2025 07:06 PM,Rejected-Finance,Higher,02-Nov-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5598213,RAVINDRA SINGH,10-Oct-2025 01:37 PM,Accepted-AOC,L1,21-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
