Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
29-Dec-2025,"INR 170,000",15.0,Ritesh Kumar Singh,29-Dec-2025 11:37 PM,10.pdf (194.00 KB),Technical,2 Bidder Technically Qualified,Ritesh Kumar Singh,15-Nov-2025 10:41 AM,,Ritesh Kumar Singh,Internal,,Ritesh Kumar Singh,15-Nov-2025 04:36 PM,15-Nov-2025 05:00 PM,techsummary_1997052.pdf (99.25 KB),Finance,2 Admitted,Ritesh Kumar Singh,29-Dec-2025 11:33 PM,,BOQ Comparative Chart,Ritesh Kuamar Singh,Internal,,Ritesh Kumar Singh,29-Dec-2025 11:35 PM,finsummary_1997052.pdf (99.25 KB),1.0,5666732.0,BITTU CONSTRUCTION,INR,"102,687.48",1,5667172,ANAND CONSTRUCTION,10-Nov-2025 10:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Nov-2025 10:41 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2025_UPIDC_1088427_10,01/AE/2025-26,Lot-10,AOC,05-Nov-2025 09:00 AM,11-Nov-2025 12:00 PM,05-Nov-2025 09:00 AM,11-Nov-2025 11:00 AM,NA ,NA ,05-Nov-2025 09:00 AM,11-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,89.0,Nil,Nil,No,A.E. SSK-23 Azamgarh,Office SSK-23 Azamgarh,Lot-10,Silt clearance and Scraping,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Azamgarh,276001.0,NA ,NA ,NA ,Office SSK-23 Azamgarh,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid Dcoments,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",01/AE/2025-26,2025_UPIDC_1088427_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"17,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5666732,BITTU CONSTRUCTION,11-Nov-2025 09:57 AM,Accepted-AOC,L1,29-Dec-2025 11:37 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5667203,ravindra singh,10-Nov-2025 10:48 PM,Rejected-Finance,L2,29-Dec-2025 11:35 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
