S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,1.0,DATE Corrigendum,Date,,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,CONSTRUCTION OF TUBE WELL AND 250 KL OVER HEAD TANK AT POLICE LINE BALLIA U.P.,CONSTRUCTION OF TUBE WELL AND 250 KL OVER HEAD TANK AT POLICE LINE BALLIA U.P.,Please refer Tender documents. ,NA ,"1,30,98,000",Civil Works,NA ,Tender,90.0,360.0,POLICE LINE BALLIA U.P.,277001.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"2,950",Nil,Nil,No,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3511/PAN/ET/25-26, DT. 13-11-2025",2025_UPPAN_1090432_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,14-Nov-2025 09:00 AM,26-Nov-2025 11:30 AM,14-Nov-2025 09:00 AM,25-Nov-2025 05:00 PM,NA ,NA ,14-Nov-2025 09:00 AM,25-Nov-2025 05:00 PM,02-Dec-2025 03:30 PM,"2,62,000",No,fixed,,Nil,Nil,AOC,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,02-Dec-2025 03:15 PM,02-Dec-2025 03:30 PM,techsummary_2002437.pdf (492.05 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,15-Dec-2025 12:27 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,22-Dec-2025 02:43 PM,finsummary_2002437.pdf (617.02 KB),Technical,ALL BIDDER ADMITTED,Sanjeev Saxena,02-Dec-2025 03:10 PM,,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1090432_1,"3511/PAN/ET/25-26, DT. 13-11-2025",CONSTRUCTION OF TUBE WELL AND 250 KL OVER HEAD TANK AT POLICE LINE BALLIA U.P.,1.0,5687039.0,ADITYA ENTERPRISES,INR,"11,120,202",1.0,5687039.0,ADITYA ENTERPRISES,19-Nov-2025 03:39 PM,Accepted-AOC,L1,22-Dec-2025 02:50 PM,22-Dec-2025,"INR 11,120,202",360.0,Sanjeev Saxena,22-Dec-2025 02:50 PM,BALIYAOHTLOA.pdf (698.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
