Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
24-Oct-2025 10:00 AM,30-Oct-2025 02:05 PM,24-Oct-2025 10:00 AM,30-Oct-2025 02:00 PM,NA ,NA ,24-Oct-2025 10:00 AM,30-Oct-2025 02:00 PM,03-Nov-2025 03:00 PM,Silt Clearance in Amausi Dy. from 20.600 to 34.996 for Rabi fasli 1433 year 2025-26 (Lot-5),Silt Clearance in Amausi Dy. from 20.600 to 34.996 for Rabi fasli 1433 year 2025-26 (Lot-5),Refer tender Document ,NA ,"5,59,000",Civil Works - Canal,NA ,Rate Contract,90.0,15.0,Lucknow,226010.0,NA ,NA ,NA ,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,EXECUTIVE ENGINEER,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",677.0,Nil,Nil,No,"11,180",Yes,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",05/EE/2025-26,2025_UPIDC_1084346_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Technical,Mukesh Kumar Vaish,31-Oct-2025 05:58 PM,technical_1987012.pdf,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,03-Nov-2025 04:36 PM,finsummary_1987012.pdf (209.61 KB),Finance,Financial,Mukesh Kumar Vaish,03-Nov-2025 03:54 PM,,BOQ Comparative Chart,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,31-Oct-2025 06:17 PM,03-Nov-2025 03:00 PM,techsummary_1987012.pdf (209.61 KB),01-Dec-2025,"INR 486,548.59",15.0,Mukesh Kumar Vaish,06-Dec-2025 11:55 AM,Aoc5.pdf (324.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",2025_UPIDC_1084346_5,05/EE/2025-26,Silt Clearance in Amausi Dy. from 20.600 to 34.996 for Rabi fasli 1433 year 2025-26 (Lot-5),1.0,5638293.0,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,INR,"486,548.59",1,5639356,M/s Aman Traders,30-Oct-2025 01:02 PM,Rejected-Finance,II,03-Nov-2025 04:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5637817,M/S MAA SHREE CONSTRUCTION,29-Oct-2025 07:43 PM,Rejected-Finance,V,03-Nov-2025 04:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5638293,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,30-Oct-2025 11:30 AM,Accepted-AOC,I,06-Dec-2025 11:55 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5639392,M/s Nav Bharat Construction,30-Oct-2025 01:13 PM,Rejected-Finance,III,03-Nov-2025 04:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5638083,M/s RATHAUR CONSTRUCTION,29-Oct-2025 10:44 PM,Rejected-Finance,VI,03-Nov-2025 04:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5637483,M/S SIYA RAM YADAV,30-Oct-2025 01:57 PM,Rejected-Finance,IV,03-Nov-2025 04:36 PM,AOC
