Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",05/EE/2025-26,2025_UPIDC_1084346_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt Clearance of Pachawara Mr. From km. 0.000 to 8.800 for Rabi fasli 1433 year 2025-26 (Lot-17),Silt Clearance of Pachawara Mr. From km. 0.000 to 8.800 for Rabi fasli 1433 year 2025-26 (Lot-17),Refer tender Document ,NA ,"1,86,000",Civil Works - Canal,NA ,Rate Contract,90.0,15.0,Unnao,226010.0,NA ,NA ,NA ,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",No ,No,1.0,SBI Bank,"3,720",Yes,percentage,2.0%,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",30-Oct-2025 06:00 PM,06-Nov-2025 02:10 PM,30-Oct-2025 06:00 PM,06-Nov-2025 02:00 PM,NA ,NA ,30-Oct-2025 06:00 PM,06-Nov-2025 02:00 PM,10-Nov-2025 10:00 AM,589.0,Nil,Nil,No,AOC,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,10-Nov-2025 02:16 PM,finsummary_1993948.pdf (209.61 KB),Finance,Financial,Mukesh Kumar Vaish,10-Nov-2025 11:16 AM,finance_1993948.pdf,BOQ Comparative Chart,1.0,5656424.0,M/S R.N.CONSTRUCTION,INR,"184,461.38",1.0,5656362.0,m/s mohd. zamil,05-Nov-2025 09:36 PM,Rejected-Finance,II Lowest,10-Nov-2025 02:16 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",2025_UPIDC_1084346_18,05/EE/2025-26,Silt Clearance of Pachawara Mr. From km. 0.000 to 8.800 for Rabi fasli 1433 year 2025-26 (Lot-17),Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,07-Nov-2025 11:59 AM,10-Nov-2025 10:00 AM,techsummary_1993948.pdf (209.61 KB),01-Dec-2025,"INR 184,461.38",15.0,Mukesh Kumar Vaish,06-Dec-2025 11:57 AM,Aoc17.pdf (327.00 KB),AOC,Technical,Technical,Mukesh Kumar Vaish,07-Nov-2025 11:47 AM,technical_1993948.pdf,AOC
,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,5656424.0,M/S R.N.CONSTRUCTION,05-Nov-2025 10:23 PM,Accepted-AOC,I,06-Dec-2025 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
