EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"13,100",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tendernotice,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,589.0,Nil,Nil,No,07-Nov-2025 10:00 AM,14-Nov-2025 03:00 PM,07-Nov-2025 10:00 AM,14-Nov-2025 02:00 PM,NA ,NA ,07-Nov-2025 10:00 AM,14-Nov-2025 02:00 PM,19-Nov-2025 10:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_58,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 5.200),Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 5.200),Please refer Tender documents. ,NA ,"1,31,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,1.0,SBI Bank,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_58,01/EE/2025-26,Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 5.200),1,5663471,AMRENDRA KUMAR TRIPATHI,09-Nov-2025 06:30 PM,Accepted-AOC,AOC,06-Dec-2025 08:32 PM,1.0,5663471.0,AMRENDRA KUMAR TRIPATHI,INR,"125,878.19",Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 07:30 PM,finance_1998280.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 08:09 PM,finsummary_1998280.pdf (195.86 KB),Technical,Technical summary report,akhilesh kumar singh,18-Nov-2025 06:25 PM,technical_1998280.pdf,05-Dec-2025,"INR 125,878.19",10.0,akhilesh kumar singh,06-Dec-2025 08:32 PM,AOCSonpurmrC.pdf (649.00 KB),AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,18-Nov-2025 07:21 PM,19-Nov-2025 10:30 AM,techsummary_1998280.pdf (195.86 KB),AOC
,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5661962,M/S RAM KRISHAN MISHRA CONTRECTOR,08-Nov-2025 09:06 AM,Rejected-Finance,L2,05-Dec-2025 08:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
