Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
12-Nov-2025 10:00 AM,17-Nov-2025 01:00 PM,12-Nov-2025 10:00 AM,17-Nov-2025 12:00 PM,NA ,NA ,12-Nov-2025 10:00 AM,17-Nov-2025 12:00 PM,18-Nov-2025 01:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",03/EE/SSK41/2025-26,2025_UPIDC_1086876_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"9,320",No,fixed,,Nil,Nil,724.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Silt and Scrapping Clearance of Rastamau Dy. from Km. 0.000 to 11.522,Silt and Scrapping Clearance of Rastamau Dy. from Km. 0.000 to 11.522,Please refer Tender documents. ,NA ,"4,66,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Amethi,229309.0,NA ,NA ,NA ,Gauriganj,No ,No,Executive Engineer sharda Sahayak Khand 41 Aemthi,Office of Executive Engineer Sharda Sahyak Khand 41 Amethi,AOC,Finance,as per attachment,Manish Ranjan,24-Nov-2025 11:40 AM,finance_2001215.pdf,BOQ Comparative Chart,Manish Ranjan,Internal,as per attachment,Manish Ranjan,18-Nov-2025 12:40 PM,18-Nov-2025 01:30 PM,techsummary_2001215.pdf (340.69 KB),Technical,as per attachment,Manish Ranjan,18-Nov-2025 12:37 PM,technical_2001215.pdf,Manish Ranjan,Internal,as per attachment,Manish Ranjan,24-Nov-2025 11:45 AM,finsummary_2001215.pdf (340.69 KB),24-Nov-2025,"INR 348,864.61",10.0,Manish Ranjan,06-Dec-2025 11:38 AM,Rstamau.pdf (470.00 KB),1.0,5680621.0,CHATURBHUJ ASSOCIATE,INR,"348,864.611","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",2025_UPIDC_1086876_2,03/EE/SSK41/2025-26,Silt and Scrapping Clearance of Rastamau Dy. from Km. 0.000 to 11.522,1,5681328,369 Building Solutions,17-Nov-2025 08:54 AM,Rejected-Finance,as per bid,24-Nov-2025 11:45 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5680621,CHATURBHUJ ASSOCIATE,15-Nov-2025 10:07 PM,Accepted-AOC,as per bid,06-Dec-2025 11:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5681776,M/S RUDRA CONSTRUCTIONS,16-Nov-2025 07:37 PM,Rejected-Finance,as per bid,24-Nov-2025 11:45 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5682053,Pradeep Kumar Singh,16-Nov-2025 10:28 PM,Rejected-Finance,as per bid,24-Nov-2025 11:45 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5682030,PRATAP CONSTRUCTION,16-Nov-2025 10:07 PM,Rejected-Finance,as per bid,24-Nov-2025 11:45 AM,AOC
