Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Kanpur,15/EE/BMMDK/2025-26,2025_UPIDM_1057034_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Office of Executive Engineer, Barrage Mechanical Maintenance Division, Kanpur Irrigation Department U.P., 67-A, Cantt, Kanpur-208004","42,800",No,fixed,,Nil,Nil,1.0,SBI Bank,14-Jul-2025 05:00 PM,21-Jul-2025 03:00 PM,14-Jul-2025 05:00 PM,21-Jul-2025 10:00 AM,NA ,NA ,14-Jul-2025 05:00 PM,21-Jul-2025 10:00 AM,28-Jul-2025 05:15 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD, Pre bid Qualification","Replacement of Steal wire ropes of gate no 1 and strengthening of foundation girder of Sahzad Dam, Distt-Lalitpur.","Replacement of Steal wire ropes of gate no 1 and strengthening of foundation girder of Sahzad Dam, Distt-Lalitpur.",Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Tender,120.0,15.0,"Sahzad Dam, Distt-Lalitpur.",284126.0,NA ,NA ,NA ,"Office of EE, BMMD, 67A, Kanpur",No ,No,590.0,Nil,Nil,No,AOC,Finance,All 2 No financial bids are opened by tender opening committee.,PRANAV SINGH,06-Oct-2025 01:15 PM,,BOQ Comparative Chart,E E,Internal,,PRANAV SINGH,28-Jul-2025 05:12 PM,28-Jul-2025 05:15 PM,techsummary_1923804.pdf (524.38 KB),Technical,All 3 No. Financial bids are opened by tender opening committee.,PRANAV SINGH,28-Jul-2025 05:03 PM,,E E,Internal,,PRANAV SINGH,04-Dec-2025 12:31 PM,finsummary_1923804.pdf (454.06 KB),04-Dec-2025,"INR 2,027,655.64",15.0,PRANAV SINGH,04-Dec-2025 12:34 PM,EE15.pdf (454.00 KB),U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Kanpur,2025_UPIDM_1057034_1,15/EE/BMMDK/2025-26,"Replacement of Steal wire ropes of gate no 1 and strengthening of foundation girder of Sahzad Dam, Distt-Lalitpur.",1.0,5350357.0,M/S S S ENTERPRISES,INR,"2,027,655.64",1,5356593,BHUPENDRA KUMAR,19-Jul-2025 09:53 AM,Rejected-Technical,technically not qualified,28-Jul-2025 05:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5350357,M/S S S ENTERPRISES,17-Jul-2025 05:03 PM,Accepted-AOC,lowest bid rate,04-Dec-2025 12:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5356623,SHAILESH SINGH,19-Jul-2025 10:08 AM,Rejected-Finance,higher bid rate,04-Dec-2025 12:31 PM,AOC
