Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
03-Dec-2025,"INR 336,034",30.0,Sanjay Mataray,03-Dec-2025 09:43 PM,AOC14.pdf (143.00 KB),AS PER BOQ,Technical,2 contractors have been participated and admitted to Technical Evaluation process.,Sanjay Mataray,18-Oct-2025 09:40 AM,,SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,18-Oct-2025 12:13 PM,24-Oct-2025 10:00 AM,techsummary_1974315.pdf (179.19 KB),1.0,5598477.0,M/S TRIPATHI CONSTRUCTION AND SUPPLIER,INR,"336,034",Finance,2 contractors have been participated and admitted to financial evaluation.,Sanjay Mataray,24-Oct-2025 03:29 PM,,BOQ Comparative Chart,SANJAY MATARAY,Internal,BODHAI RAM,Sanjay Mataray,02-Dec-2025 08:43 PM,finsummary_1974315.pdf (179.19 KB),"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",2025_UPIDC_1079274_14,01/EE/2025-26 DT. 26-09-2025,Silt clearance,1,5598477,M/S TRIPATHI CONSTRUCTION AND SUPPLIER,13-Oct-2025 04:59 PM,Accepted-AOC,L1,03-Dec-2025 09:43 PM,AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BID DOCUMENTS,EE ID-2 DEORIA,OFFICE OF EE ID-2 DEORIA,Silt clearance,silt clearance of Sirsiya DY. in between km 0.000 to km 12.800,AS PER NIT ,NA ,"4,42,150",Civil Works - Canal,NA ,Tender,90.0,30.0,Sirsiya DY,274001.0,NA ,NA ,NA ,OFFICE OF EE ID-2 DEORIA,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, deoria",01/EE/2025-26 DT. 26-09-2025,2025_UPIDC_1079274_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,677.0,Nil,Nil,No,06-Oct-2025 10:00 AM,14-Oct-2025 02:00 PM,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,NA ,NA ,06-Oct-2025 10:00 AM,14-Oct-2025 12:00 PM,24-Oct-2025 10:00 AM,"9,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5598054,SATYA PRAKASH SINGH,13-Oct-2025 02:47 PM,Rejected-Finance,AS PER BOQ,02-Dec-2025 08:43 PM,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
