Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Zp Amethi,Internal,,Vasu Krishna,16-Sep-2025 04:46 PM,16-Sep-2025 05:00 PM,techsummary_1940426.pdf (405.83 KB),Technical,Summary,Ram Bachan Ram,12-Sep-2025 03:59 PM,,15-Dec-2025,"INR 1,213,957.55",90.0,Vasu Krishna,15-Dec-2025 04:46 PM,ffffffffffffff.pdf (193.00 KB),Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_54,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 54 Gramsabha Banvirpur me Antu- Bhadar se purv nirmit C.C. tak C.C.,1,5437225,M/S AMIT ENTERPRISES,16-Aug-2025 02:17 PM,Rejected-Finance,L2,26-Sep-2025 04:02 PM,Zp Amethi,Internal,,Vasu Krishna,26-Sep-2025 04:02 PM,finsummary_1940426.pdf (222.81 KB),Finance,Summary,Ram Bachan Ram,17-Sep-2025 06:20 PM,,BOQ Comparative Chart,1.0,5432462.0,M/S JAI SHRI RAM ENTERPRISES,INR,"1,213,957.55",AOC,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 05:00 PM,Work No 54 Gramsabha Banvirpur me Antu- Bhadar se purv nirmit C.C. tak C.C.,Work No 54 Gramsabha Banvirpur me Antu- Bhadar se purv nirmit C.C. tak C.C.,Please refer Tender documents. ,NA ,"12,15,172",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,"24,303",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,1.0,Fee/PreQual/Technical,.pdf,Technical,1,DD - Demand Draft,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,434",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5432462,M/S JAI SHRI RAM ENTERPRISES,15-Aug-2025 10:40 AM,Accepted-AOC,L1,15-Dec-2025 04:45 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5432629,Ms Shyam Construction,15-Aug-2025 11:58 AM,Rejected-Finance,L2,26-Sep-2025 04:02 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC
