Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
SUBHASH CHANDRA,Internal,MANMOHAN SINGH,SUBHASH CHANDRA,07-Nov-2025 04:44 PM,10-Nov-2025 11:00 AM,techsummary_1990201.pdf (1033.72 KB),10-Dec-2025,"INR 1,741,413.65",30.0,SUBHASH CHANDRA,10-Dec-2025 09:25 PM,L11.pdf (196.00 KB),AGG WITH L1,Technical,tech evaluation,SUBHASH CHANDRA,07-Nov-2025 10:24 AM,technical_1990201.pdf,1.0,5639242.0,K V CONSTRUCTIONS,INR,"1,741,413.65",Finance,FINANCE,SUBHASH CHANDRA,13-Nov-2025 01:17 PM,finance_1990201.pdf,BOQ Comparative Chart,SUBHASH CHANDRA,Internal,MANMOHAN SINGH,SUBHASH CHANDRA,10-Dec-2025 09:23 PM,finsummary_1990201.pdf (1033.72 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",2025_UPIDC_1085718_11,TN-06/EE/2025-26,TN-06/EE/2025-26 Rajwaha Luhari Ke Km 26.130 to Km 28.700 ke madhya nahar sewamarg ke navinikaran ka karya Lot No 11,1.0,5639242.0,K V CONSTRUCTIONS,01-Nov-2025 10:23 AM,Accepted-AOC,AGG WITH L1,10-Dec-2025 09:25 PM,AOC,"1,87,200",No,percentage,10.0%,Nil,Nil,27-Oct-2025 11:00 AM,01-Nov-2025 02:00 PM,27-Oct-2025 11:00 AM,01-Nov-2025 11:00 AM,NA ,NA ,27-Oct-2025 11:00 AM,01-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,EE MDGC MUZAFFARNAGAR,EE MDGC MUZAFFARNAGAR,TN-06/EE/2025-26 Rajwaha Luhari Ke Km 26.130 to Km 28.700 ke madhya nahar sewamarg ke navinikaran ka karya Lot No 11,Rajwaha Luhari Ke Km 26.130 to Km 28.700 ke madhya nahar sewamarg ke navinikaran ka karya,AS PER TENDER NOTICE ,AS PER TENDER NOTICE ,"18,72,000",Civil Works,NA ,Tender,90.0,30.0,AS PER TENDER NOTICE,251001.0,NA ,NA ,NA ,Muzaffarnagar,No ,No,854.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",TN-06/EE/2025-26,2025_UPIDC_1085718_11,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,nit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5642749.0,M/S MOHD ASLAM CONTRACTOR,01-Nov-2025 09:41 AM,Rejected-AOC,AGG WITH L1,10-Dec-2025 09:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,td,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC
