Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",01/EE/2025-2026,2025_UPIDC_1083624_20,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,800",No,percentage,2.0%,Nil,Nil,EE ID UNNAO,NEAR SP OFFICE CIVIL LINES UNNAO,18-Oct-2025 11:00 AM,06-Nov-2025 11:00 AM,18-Oct-2025 11:00 AM,05-Nov-2025 04:00 PM,NA ,NA ,18-Oct-2025 11:00 AM,05-Nov-2025 04:00 PM,06-Nov-2025 04:00 PM,1,Fee/PreQual/Technical,.pdf,FEE/ TECHNICAL DOCUMENT,SCRAPPING OF SHAHPUR DY KM 0.00 TO 16.500,SCRAPPING OF SHAHPUR DY KM 0.00 TO 16.500,Please refer Tender documents. ,NA ,"2,90,000",Civil Works - Canal,NA ,Tender,90.0,30.0,UNNAO,209801.0,NA ,NA ,NA ,EE ID UNNAO,No ,No,"1,000",Nil,Nil,No,1.0,SBI Bank,1.0,EXTENSION 3,Date,,AOC,1.0,5652471.0,AMAN CONSTRUCTION,INR,"288,880",DEEPAK YADAV,Internal,MUKESH KUMAR VAISH VIVEK SRIVASTAVA,Deepak Yadav,17-Nov-2025 04:19 PM,finsummary_1985795.pdf (485.68 KB),Finance,admitted,Deepak Yadav,17-Nov-2025 04:05 PM,finance_1985795.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||ID, unnao",2025_UPIDC_1083624_20,01/EE/2025-2026,SCRAPPING OF SHAHPUR DY KM 0.00 TO 16.500,1.0,5652471.0,AMAN CONSTRUCTION,04-Nov-2025 05:01 PM,Accepted-AOC,1.0,11-Dec-2025 02:37 PM,DEEPAK YADAV,Internal,MUKESH VAISH VIVEK SRIVASTAVA,Deepak Yadav,06-Nov-2025 03:12 PM,06-Nov-2025 04:00 PM,techsummary_1985795.pdf (467.42 KB),20-Nov-2025,"INR 288,880",30.0,Deepak Yadav,11-Dec-2025 02:38 PM,shahpur.pdf (406.00 KB),admitted,Technical,admitted,Deepak Yadav,06-Nov-2025 02:34 PM,technical_1985795.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
