EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"15,380",No,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,doc,1.0,SBI Bank,Silt Clearance/Scraping of Upraudh Dy From Km. 2.800 to Km. 16.200 By Hydralick Excavator (Poclain).,Silt Clearance/Scraping of Upraudh Dy From Km. 2.800 to Km. 16.200 By Hydralick Excavator (Poclain).,Please refer tender documents. ,NA ,"7,69,000",Miscellaneous Services,NA ,Tender,90.0,30.0,Prayagraj,211004.0,NA ,NA ,NA ,Office of The Ex.Eng. Belan Canal Division Prayagr,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",04/E.E./2025-26,2025_UPIDC_1086955_7,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,30-Oct-2025 12:00 PM,08-Nov-2025 03:30 PM,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,13-Nov-2025 09:00 AM,Ex.Eng. Belan Canal Division Prayagr,"Office of the Ex.Eng. Belan Canal Division, Govindpur, Prayagraj",766.0,Nil,Nil,No,AOC,S P Chaudhary,Internal,D N shukla,Satya Prakash Chaudhary,28-Dec-2025 09:09 AM,finsummary_1993315.pdf (196.23 KB),Technical,01 bid not admitted and 05 bid admitted,Satya Prakash Chaudhary,12-Nov-2025 04:39 PM,technical_1993315.pdf,S P Chaudhary,Internal,p k singh,Satya Prakash Chaudhary,12-Nov-2025 08:52 PM,13-Nov-2025 09:00 AM,techsummary_1993315.pdf (447.96 KB),Finance,aoc,Satya Prakash Chaudhary,28-Dec-2025 09:04 AM,finance_1993315.pdf,BOQ Comparative Chart,1,5661776,M/S GUFRAN CONSTRUCTION,08-Nov-2025 11:06 AM,Rejected-Finance,Reject,28-Dec-2025 09:09 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1086955_7,04/E.E./2025-26,Silt Clearance/Scraping of Upraudh Dy From Km. 2.800 to Km. 16.200 By Hydralick Excavator (Poclain).,1.0,5662262.0,M/S INDRAJEET SINGH,INR,"475,900.8",28-Dec-2025,"INR 475,900.8",30.0,Satya Prakash Chaudhary,28-Dec-2025 09:11 AM,Lot7AOCsilt.pdf (196.00 KB),aoc,AOC
,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5662262,M/S INDRAJEET SINGH,08-Nov-2025 12:41 PM,Accepted-AOC,aoc,28-Dec-2025 09:11 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5662235,M/S KRISHNA NAND SINGH,08-Nov-2025 02:26 PM,Rejected-Finance,Reject,28-Dec-2025 09:09 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5662100,MS SHREYA CONSTRUCTION,08-Nov-2025 12:32 PM,Rejected-Finance,Reject,28-Dec-2025 09:09 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5658723,SHARDA CONSTRUCTION,08-Nov-2025 01:33 PM,Rejected-Finance,Reject,28-Dec-2025 09:09 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5662494,SURESH KUMAR,08-Nov-2025 02:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Nov-2025 04:39 PM,,,,,,,,,,,,,,,,,AOC
