Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
14-Dec-2025,"INR 343,000",15.0,SANJAY KUMAR,03-Dec-2025 12:36 PM,rightjuriyamr.pdf (990.00 KB),1.0,5630915.0,M/S Vimla construction,INR,"289,068.4","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",2025_UPIDC_1082538_2,01/EE/2025-26,Silt clearance work of Right Juriya Mr.from km. 0.000 to km. 13.720,1,5629984,BHOLE BABA CONSTRUCTION,26-Oct-2025 04:35 PM,Rejected-Finance,Due to higher rate than L1,14-Nov-2025 11:09 AM,Finance,Admitted,SANJAY KUMAR,14-Nov-2025 10:55 AM,,BOQ Comparative Chart,EE,Internal,,SANJAY KUMAR,27-Oct-2025 06:41 PM,29-Oct-2025 11:00 AM,techsummary_1987306.pdf (634.49 KB),Technical,Admitted,SANJAY KUMAR,27-Oct-2025 06:32 PM,,EE,Internal,,SANJAY KUMAR,14-Nov-2025 11:09 AM,finsummary_1987306.pdf (1420.24 KB),AOC,"EE I.D.Auraiya, Dibiyapur","I.D.Auraiya, Dibiyapur",177.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",01/EE/2025-26,2025_UPIDC_1082538_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"7,000",No,fixed,,Nil,Nil,Silt clearance work of Right Juriya Mr.from km. 0.000 to km. 13.720,Silt clearance,Please refer Tender documents. ,NA ,"3,43,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Dibiyapur,206244.0,NA ,NA ,NA ,"I.D. Auraiya, Dibiyapur",No ,No,1,Fee/PreQual/Technical,.pdf,tender notice,22-Oct-2025 10:00 AM,27-Oct-2025 04:00 PM,22-Oct-2025 11:00 AM,27-Oct-2025 02:00 PM,NA ,NA ,22-Oct-2025 01:00 PM,27-Oct-2025 02:00 PM,29-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,2,5630915,M/S Vimla construction,26-Oct-2025 11:07 PM,Accepted-AOC,Lower Bid,03-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC
