Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Ashutosh saraswat,Internal,Manish Ranjan,ashutosh saraswat,06-Nov-2025 11:55 AM,06-Nov-2025 12:00 PM,techsummary_1973933.pdf (560.73 KB),21-Nov-2025,"INR 529,074.94",21.0,ashutosh saraswat,04-Dec-2025 03:03 PM,16.pdf (453.00 KB),ok,Technical,ok,ashutosh saraswat,06-Nov-2025 11:32 AM,,Finance,ok,ashutosh saraswat,10-Nov-2025 12:04 PM,,BOQ Comparative Chart,Ashutosh saraswat,Internal,Manish Ranjan,ashutosh saraswat,10-Nov-2025 02:47 PM,finsummary_1973933.pdf (290.17 KB),1.0,5604449.0,M/S G.S. CONSTRUCTION,INR,"529,074.94",1,5603291,EFENGY CONSTRUCTION PRIVATE LIMITED,13-Oct-2025 11:41 AM,Rejected-Technical,DisQualify,06-Nov-2025 11:55 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 51 Pratapgarh",2025_UPIDC_1079112_16,01/S.S.K-51/2025-26,CUTTING OF BERM IN INTERNAL SECTION AND STRENGTHENING OF WEAK BANK OF RIGHT BANK FROM KM 109.800 TO KM 110.598 OF JAUNPUR BRANCH,AOC,1.0,Fee/PreQual/Technical,.pdf,BId,CUTTING OF BERM IN INTERNAL SECTION AND STRENGTHENING OF WEAK BANK OF RIGHT BANK FROM KM 109.800 TO KM 110.598 OF JAUNPUR BRANCH,CUTTING OF BERM IN INTERNAL SECTION AND STRENGTHENING OF WEAK BANK OF RIGHT BANK FROM KM 109.800 TO KM 110.598 OF JAUNPUR BRANCH,Please refer Tender documents. ,NA ,"10,97,000",Civil Works,NA ,Tender,90.0,21.0,Pratapgarh,230001.0,NA ,NA ,NA ,"Executive Engineer, Sharda Sahayak Khand-51, Prat",No ,No,"21,940",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,Executive Engineer,"Executive Engineer, Sharda Sahayak Khand-51, Pratapgarh","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 51 Pratapgarh",01/S.S.K-51/2025-26,2025_UPIDC_1079112_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,01-Oct-2025 01:00 PM,14-Oct-2025 01:00 PM,01-Oct-2025 01:00 PM,13-Oct-2025 05:00 PM,NA ,NA ,01-Oct-2025 01:00 PM,13-Oct-2025 05:00 PM,06-Nov-2025 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5602786,Ms A S Construction,13-Oct-2025 11:49 AM,Rejected-Finance,4th Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,.pdf,Tender Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5604449,M/S G.S. CONSTRUCTION,13-Oct-2025 04:56 PM,Accepted-AOC,ok,04-Dec-2025 03:03 PM,,,,,AOC,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5603967,M/S JAWAHAR LAL,13-Oct-2025 03:02 PM,Rejected-Finance,3rd Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,.pdf,bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5603618,M/S SHIKHAR BUILDERS,13-Oct-2025 04:35 PM,Rejected-Finance,6th Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5603741,NIKHIL CONSTRUCTION,13-Oct-2025 03:50 PM,Rejected-Finance,8th Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5602333,NIRBHAY PRATAP SINGH,13-Oct-2025 08:28 AM,Rejected-Finance,2nd Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5602193,RAMPRASAD THEKEDAR,13-Oct-2025 12:55 PM,Rejected-Finance,7th Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5604176,SHANKER LAL YADAV,13-Oct-2025 04:25 PM,Rejected-Finance,5th Lowest,10-Nov-2025 02:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
