Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer,"Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,19-Jul-2025 03:00 PM,26-Jul-2025 01:00 PM,19-Jul-2025 03:00 PM,25-Jul-2025 05:00 PM,NA ,NA ,19-Jul-2025 03:00 PM,25-Jul-2025 05:00 PM,04-Aug-2025 06:30 PM,1.0,RTGS - RTGS Payment,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,23/ETC-II(P)/2025-2026,2025_UPTCL_1058659_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"3,500",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,23/ETC-II(P)/2025-2026,"Providing and Installation of SCADA Gateway at 132 KV SS Sarai Akil, under ETD-IV Prayagraj",Please refer Tender documents. ,NA ,"3,25,500",Electrical Works,NA ,Tender,120.0,60.0,132 KV S/S SARAI AKIL,212216.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop",AOC,Technical,PART Ist HAS BEEN OPENED OF E-T-NO. 23,GYANENDRA KUMAR,04-Aug-2025 06:09 PM,technical_1927055.pdf,Superintending Engineer,Internal,"Executive Engineer (ETD-III), Senior Account Officer",GYANENDRA KUMAR,05-Aug-2025 12:08 PM,finsummary_1927055.pdf (377.71 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO.23,GYANENDRA KUMAR,05-Aug-2025 12:04 PM,finance_1927055.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,E.E. and S.A.O.,GYANENDRA KUMAR,04-Aug-2025 06:12 PM,04-Aug-2025 06:30 PM,techsummary_1927055.pdf (34.27 KB),09-Dec-2025,"INR 320,000",60.0,GYANENDRA KUMAR,11-Dec-2025 04:13 PM,T23.pdf (3391.00 KB),"Providing & Installation of SCADA Gateway at 132KV S/S Sarai Akil, under ETD-IV Prayagraj.",1,5374694,AR Electricals & Hardware,25-Jul-2025 02:45 PM,Rejected-AOC,IInd Lowest,11-Dec-2025 04:13 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1058659_1,23/ETC-II(P)/2025-2026,23/ETC-II(P)/2025-2026,1.0,5374936.0,rbs engineering,INR,"320,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5375036,KPS ENTERPRISES,25-Jul-2025 04:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Aug-2025 06:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5375060,RAJVANSH TRADERS,25-Jul-2025 04:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Aug-2025 06:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5374936,rbs engineering,25-Jul-2025 04:41 PM,Accepted-AOC,Ist Lowest,11-Dec-2025 04:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5374986,R.S.ASSOCIATE,25-Jul-2025 04:32 PM,Rejected-AOC,IIIrd Lowest,11-Dec-2025 04:13 PM,,,,,,,,,,AOC
