Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_24,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,589.0,Nil,Nil,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tender Document,04-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,NA ,NA ,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,24-Oct-2025 03:00 PM,SiltScraping and jungle clearance of bazardih minor from km 0.000 to 4.400,SiltScraping and jungle clearance of bazardih minor from km 0.000 to 4.400,Please refer Tender documents. ,NA ,"1,19,000",Civil Works - Canal,NA ,Rate Contract,90.0,20.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,"2,000",Yes,fixed,,Nil,Nil,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,AOC,1.0,5599442.0,M/s Amrawati Constructions,INR,"72,407.37",Finance,As per Upload,Birendra Paswan,21-Nov-2025 11:36 AM,finance_1973683.pdf,BOQ Comparative Chart,Birendra Paswan,Internal,,Birendra Paswan,06-Dec-2025 10:39 AM,finsummary_1973683.pdf (203.56 KB),1,5599442,M/s Amrawati Constructions,11-Oct-2025 03:43 PM,Accepted-AOC,As per Upload,29-Dec-2025 11:20 AM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_24,03/EESNK1BANSI/2025-26,SiltScraping and jungle clearance of bazardih minor from km 0.000 to 4.400,11-Dec-2025,"INR 72,407.37",20.0,Birendra Paswan,29-Dec-2025 11:20 AM,bazardeeh_20.pdf (386.00 KB),Technical,As par upload,Birendra Paswan,24-Oct-2025 11:17 AM,technical_1973683.pdf,Birendra Paswan,Internal,,Birendra Paswan,24-Oct-2025 01:33 PM,24-Oct-2025 03:00 PM,techsummary_1973683.pdf (382.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5601469,RADHESHYAM,12-Oct-2025 04:42 PM,Rejected-Finance,As per Upload,06-Dec-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
