EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"40,000",No,percentage,2.0%,Nil,Nil,02-Dec-2025 10:00 AM,10-Dec-2025 11:00 AM,02-Dec-2025 10:00 AM,10-Dec-2025 10:00 AM,NA ,NA ,02-Dec-2025 10:00 AM,10-Dec-2025 10:00 AM,11-Dec-2025 05:15 PM,1.0,Fee/PreQual/Technical,.pdf,tac,854.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",03/EE/25-26,2025_UPIDC_1094922_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,CONSTRUCTION OF V.R.B. AT KM 8.000 OF BAGARPUR DY UNDER M.G.C. PROJECT STAGE - II IN DIST AMROHA,CONSTRUCTION OF V.R.B. AT KM 8.000 OF BAGARPUR DY UNDER M.G.C. PROJECT STAGE - II IN DIST AMROHA,Please refer Tender documents. ,NA ,"20,00,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,AOC,S.S.A. KIRMANI,Internal,EEMANJKUMAR13,SYED SHAHNAWAZ ALI KIRMANI,10-Dec-2025 05:10 PM,11-Dec-2025 05:15 PM,techsummary_2013689.pdf (672.35 KB),Finance,finical,SYED SHAHNAWAZ ALI KIRMANI,15-Dec-2025 11:35 AM,,BOQ Comparative Chart,S.S.A. KIRMANI,Internal,EEMANOJLUMAR13,SYED SHAHNAWAZ ALI KIRMANI,19-Dec-2025 01:24 PM,finsummary_2013689.pdf (672.35 KB),Technical,tacnical,SYED SHAHNAWAZ ALI KIRMANI,10-Dec-2025 05:02 PM,technical_2013689.pdf,1,5732906,BABA MOHAN RAM CONTRACTOR,10-Dec-2025 12:25 AM,Rejected-Technical,reject,10-Dec-2025 05:10 PM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2025_UPIDC_1094922_1,03/EE/25-26,CONSTRUCTION OF V.R.B. AT KM 8.000 OF BAGARPUR DY UNDER M.G.C. PROJECT STAGE - II IN DIST AMROHA,1.0,5733307.0,M/S SAVERA BUILDCON,INR,"1,742,159.43",19-Dec-2025,"INR 1,742,159.43",60.0,SYED SHAHNAWAZ ALI KIRMANI,19-Dec-2025 01:35 PM,aoc800.pdf (789.00 KB),aoc,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,fin..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5733324,M/S DIVINE BLESSED ENTERPRISES,10-Dec-2025 08:09 AM,Rejected-Technical,reject,10-Dec-2025 05:10 PM,,,,,2.0,5733371.0,S S CONSTRUCTION COMPANY,INR,"1,828,654.96",,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5733307,M/S SAVERA BUILDCON,10-Dec-2025 07:22 AM,Accepted-AOC,l1,19-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5733371,S S CONSTRUCTION COMPANY,10-Dec-2025 09:27 AM,Accepted-AOC,l2,19-Dec-2025 01:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5732407,VED PRAKASH,09-Dec-2025 05:40 PM,Rejected-Technical,reject,10-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,AOC
