Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
AS PER TENDER NOTICE-03 LOT 11,silt clearence of Hardioiya Dy from Km. 0.000 to Km. 6.351 and scarping from Km. 6.351 to km. 9.690 (Dist-Lucknow and Barabanki),Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Haidergarh,225124.0,NA ,NA ,NA ,Haidergarh,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"10,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",03/EE/2025-26,2025_UPIDC_1082813_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,767.0,Nil,Nil,No,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.",07-Nov-2025 03:00 PM,13-Nov-2025 03:00 PM,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,NA ,NA ,07-Nov-2025 03:00 PM,13-Nov-2025 11:00 AM,14-Nov-2025 02:00 PM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2025_UPIDC_1082813_24,03/EE/2025-26,AS PER TENDER NOTICE-03 LOT 11,1,5670233,J P ENTERPRISES,12-Nov-2025 11:31 AM,Accepted-AOC,L1,17-Dec-2025 01:31 PM,1.0,5670233.0,J P ENTERPRISES,INR,"455,699.92",Executive Engineer,Internal,,NAVNEET KUMAR,14-Nov-2025 04:14 PM,finsummary_1998435.pdf (767.17 KB),Finance,Summary Uploaded,NAVNEET KUMAR,14-Nov-2025 04:11 PM,finance_1998435.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,NAVNEET KUMAR,13-Nov-2025 07:01 PM,14-Nov-2025 02:00 PM,techsummary_1998435.pdf (668.86 KB),Technical,Summary Uploaded,NAVNEET KUMAR,13-Nov-2025 06:57 PM,technical_1998435.pdf,20-Nov-2025,"INR 455,699.92",15.0,NAVNEET KUMAR,17-Dec-2025 01:31 PM,Lot11.pdf (692.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5671644,Sujet Kumar,12-Nov-2025 09:29 PM,Rejected-Finance,L2,14-Nov-2025 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
