Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
08-Oct-2025 11:00 AM,13-Oct-2025 12:00 PM,08-Oct-2025 11:00 AM,13-Oct-2025 11:30 AM,NA ,NA ,08-Oct-2025 11:00 AM,13-Oct-2025 11:30 AM,27-Oct-2025 04:00 PM,"1,48,000",No,fixed,,Nil,Nil,Lot-06,Patching/reparing of the canal service road from Km 2.000 to 6.790 of the Birhun Minor,as per tender condition ,NA ,"14,75,000",Civil Works,NA ,Tender,90.0,30.0,Irrigation Division Kanpur Dehat,209311.0,NA ,NA ,NA ,Irrigation Division Kanpur Dehat,No ,No,Executive Engineer,Office of the Executive Engineer Irrigation Division Kanpur Dehat,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kanpur",03/EE/2025-26,2025_UPIDC_1080758_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,AOC,Finance,Financial Result,SURENDER KUMAR KAUSHAL,31-Oct-2025 05:09 PM,finance_1977904.pdf,BOQ Comparative Chart,Surendra Kumar Kaushal,Internal,Three,SURENDER KUMAR KAUSHAL,27-Oct-2025 02:54 PM,27-Oct-2025 04:00 PM,techsummary_1977904.pdf (36.71 KB),Technical,Technical Result,SURENDER KUMAR KAUSHAL,27-Oct-2025 11:19 AM,technical_1977904.pdf,Surendra Kumar Kaushal,Internal,Three,SURENDER KUMAR KAUSHAL,01-Nov-2025 01:47 PM,finsummary_1977904.pdf (36.71 KB),08-Dec-2025,"INR 899,520.7",30.0,SURENDER KUMAR KAUSHAL,08-Dec-2025 03:49 PM,lot06_ag09.pdf (399.00 KB),FD Submitted,1.0,5599971.0,M/S SURAJ PRASAD DWEVEDI AND SONS,INR,"899,520.7","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kanpur",2025_UPIDC_1080758_5,03/EE/2025-26,Lot-06,1,5601505,ANSHU TRADERS,12-Oct-2025 07:51 PM,Rejected-Finance,3rd lowest,01-Nov-2025 01:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5602477,M/S AKASH CONSTRUCTION AND SUPPLIERS,12-Oct-2025 11:52 PM,Rejected-Finance,5th lowest,01-Nov-2025 01:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5602128,M/S DURGA CONSTRUCTION AND SUPPLIER,12-Oct-2025 08:42 PM,Rejected-Finance,2nd lowest,01-Nov-2025 01:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5599971,M/S SURAJ PRASAD DWEVEDI AND SONS,12-Oct-2025 07:12 PM,Accepted-AOC,FD Submitted,08-Dec-2025 03:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5600097,M/s Vinod Kumar,11-Oct-2025 11:13 PM,Rejected-Finance,4th lowest,01-Nov-2025 01:47 PM,AOC
