S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,DD - Demand Draft,Work No 61 Gram panchayat kanaksinghpur ke chhatta ka purva me Ram kripal ke ghar ke pass puliya se Ram sumer chaurasiya ke machine ki oor eet- soling,Work No 61 Gram panchayat kanaksinghpur ke chhatta ka purva me Ram kripal ke ghar ke pass puliya se Ram sumer chaurasiya ke machine ki oor eet- soling,Please refer Tender documents. ,NA ,"22,95,334",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_61,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,"45,907",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,"2,708",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 05:00 PM,AOC,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_61,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 61 Gram panchayat kanaksinghpur ke chhatta ka purva me Ram kripal ke ghar ke pass puliya se Ram sumer chaurasiya ke machine ki oor eet- soling,1,5436513,JITENDRA BAHADUR SINGH,16-Aug-2025 11:44 AM,Rejected-Finance,L2,26-Sep-2025 04:31 PM,Zp Amethi,Internal,,Vasu Krishna,26-Sep-2025 04:31 PM,finsummary_1940437.pdf (385.54 KB),Finance,Summary,Ram Bachan Ram,17-Sep-2025 04:21 PM,,BOQ Comparative Chart,1.0,5432393.0,Nand Kumar Tiwari,INR,"2,293,038.256",Technical,Summary,Ram Bachan Ram,12-Sep-2025 04:03 PM,,16-Dec-2025,"INR 2,293,038.256",90.0,Vasu Krishna,16-Dec-2025 03:17 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Ram Bachan Ram,16-Sep-2025 04:49 PM,16-Sep-2025 05:00 PM,techsummary_1940437.pdf (381.98 KB),AOC
2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,2,5441950,JITENDRA KUMAR TIWARI,18-Aug-2025 11:53 AM,Rejected-Finance,L3,26-Sep-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5432393,Nand Kumar Tiwari,15-Aug-2025 09:39 AM,Accepted-AOC,Accepted,16-Dec-2025 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
