Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
silt clearance of Ladpur Mr Gadaya Latifpur Mr,LOT34,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,EE UDAC Mathura,281001.0,NA ,NA ,NA ,EE UDAC Mathura,No ,No,EE UDAC Mathura,EE UDAC Mathura,89.0,Nil,Nil,No,04-Oct-2025 10:00 AM,09-Oct-2025 04:00 PM,04-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,NA ,NA ,04-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,13-Oct-2025 09:00 AM,"4,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,10/EE/2025-26,2025_UPIDC_1079352_34,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,AOC,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,2025_UPIDC_1079352_34,10/EE/2025-26,silt clearance of Ladpur Mr Gadaya Latifpur Mr,1,5594335,KAILASH CHAND SHARMA,08-Oct-2025 08:35 PM,Rejected-AOC,L3,23-Dec-2025 01:21 PM,Finance,Financial,Naveen Kumar,01-Nov-2025 03:24 PM,finance_1974790.pdf,BOQ Comparative Chart,naveen kumar,Internal,karan pal,Naveen Kumar,23-Dec-2025 01:18 PM,finsummary_1974790.pdf (21.84 KB),1.0,5594649.0,NIGAM CONSTRUCTION,INR,"138,982.16",naveen kumar,Internal,karan pal,Naveen Kumar,12-Oct-2025 02:54 PM,13-Oct-2025 09:00 AM,techsummary_1974790.pdf (958.00 KB),Technical,technical,Naveen Kumar,12-Oct-2025 02:27 PM,technical_1974790.pdf,23-Dec-2025,"INR 174,954.4",15.0,Naveen Kumar,23-Dec-2025 01:22 PM,LOT34.pdf (22.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,2,5594649,NIGAM CONSTRUCTION,09-Oct-2025 09:25 AM,Accepted-AOC,L1,23-Dec-2025 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5592816,RAJVEER SINGH CONTRACTOR AND SUPPLIER,08-Oct-2025 01:42 PM,Rejected-AOC,L2,23-Dec-2025 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
