Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,07-Nov-2025 03:10 AM,07-Nov-2025 12:00 PM,techsummary_1985624.pdf (195.86 KB),Technical,Technically fit,akhilesh kumar singh,07-Nov-2025 03:03 AM,technical_1985624.pdf,05-Dec-2025,"INR 106,494.6",10.0,akhilesh kumar singh,06-Dec-2025 08:34 PM,AOCRamwapurmr.pdf (642.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_46,01/EE/2025-26,Silt Clearance/Scraping work of Ramwapur Mr. (Between km 0.00 to 4.200),1,5638181,M/S ANAND KUMAR,29-Oct-2025 10:33 PM,Accepted-AOC,AOC,06-Dec-2025 08:34 PM,Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 07:57 PM,finance_1985624.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 08:14 PM,finsummary_1985624.pdf (195.86 KB),1.0,5638181.0,M/S ANAND KUMAR,INR,"106,494.6",AOC,"10,700",Yes,fixed,,Nil,Nil,589.0,Nil,Nil,No,1.0,Corrigendum for Bid Submission End date and Bid Opening Date,Date,,1.0,SBI Bank,18-Oct-2025 10:00 AM,30-Oct-2025 04:00 PM,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,NA ,NA ,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,07-Nov-2025 12:00 PM,Silt Clearance/Scraping work of Ramwapur Mr. (Between km 0.00 to 4.200),Silt Clearance/Scraping work of Ramwapur Mr. (Between km 0.00 to 4.200),Please refer Tender documents. ,NA ,"1,07,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_46,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,1,Fee/PreQual/Technical,.pdf,Tendernotice,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5638334,RAMTIRATH MISHRA (RAMTIRATH MISHRA CONTRACTOR),29-Oct-2025 11:13 PM,Rejected-Finance,L2,05-Dec-2025 08:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
