Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
06-Nov-2025 10:00 AM,12-Nov-2025 03:00 PM,06-Nov-2025 10:00 AM,12-Nov-2025 02:00 PM,NA ,NA ,06-Nov-2025 10:00 AM,12-Nov-2025 02:00 PM,19-Nov-2025 03:25 PM,677.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,EE S.N.K.-1 BALRAMPUR,EE S.N.K.-1 BALRAMPUR,Earth work in silt clearance/Scrapping Work of Farenda Dy. from km 0.000 to 8.000,Earth work in silt clearance/Scrapping Work of Farenda Dy. from km 0.000 to 8.000,Please refer Tender documents. ,NA ,"3,83,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Balrampur,271201.0,NA ,NA ,NA ,EE S.N.K.-1 BALRAMPUR,No ,No,"38,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",01/EE/2025-26,2025_UPIDC_1084460_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2025_UPIDC_1084460_23,01/EE/2025-26,Earth work in silt clearance/Scrapping Work of Farenda Dy. from km 0.000 to 8.000,1,5665640,M/S SANTOSH KUMAR CONTRECTOR AND GENRERAL,12-Nov-2025 12:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Nov-2025 03:16 PM,1.0,5669920.0,M/S SHRI BALA JI CONSTRUCTION,INR,"260,309.1",Pramod Kumar,Internal,Akhilesh Kumar Singh,Pramod Kumar,22-Nov-2025 04:01 PM,finsummary_1996905.pdf (170.15 KB),Finance,L1,Pramod Kumar,22-Nov-2025 11:34 AM,finance_1996905.pdf,BOQ Comparative Chart,Technical,bid,Pramod Kumar,19-Nov-2025 03:16 PM,technical_1996905.pdf,02-Dec-2025,"INR 260,309.1",25.0,Pramod Kumar,02-Dec-2025 12:23 PM,23.pdf (423.00 KB),L!,Pramod Kumar,Internal,Akhilesh Kumar Singh,Pramod Kumar,19-Nov-2025 03:20 PM,19-Nov-2025 03:25 PM,techsummary_1996905.pdf (170.15 KB),AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5669195,M/s Shiv Construction,12-Nov-2025 01:00 PM,Rejected-Finance,L2,22-Nov-2025 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5669920,M/S SHRI BALA JI CONSTRUCTION,12-Nov-2025 08:20 AM,Accepted-AOC,L1,02-Dec-2025 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5667249,SHUBHAM TRIPATHI,10-Nov-2025 11:48 PM,Rejected-Finance,L4,22-Nov-2025 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5667214,UMA SHANKAR TRIPATHI,11-Nov-2025 12:30 AM,Rejected-Finance,L3,22-Nov-2025 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
