Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,923",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,1.0,Fee/PreQual/Technical,.pdf,Technical,1,DD - Demand Draft,"49,544",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 166 Gramsabha poore Gahwar me gaon se road no. 2 tak nala nirman,Work No 166 Gramsabha poore Gahwar me gaon se road no. 2 tak nala nirman,Please refer Tender documents. ,NA ,"24,77,192",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_166,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,16-Sep-2025 02:00 PM,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,AOC,Technical,Summary,Ram Bachan Ram,12-Sep-2025 05:07 PM,,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_166,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 166 Gramsabha poore Gahwar me gaon se road no. 2 tak nala nirman,1.0,5433435.0,VIJAY PAL SINGH,INR,"2,474,714.219",1,5433116,M/S PIYUSH TRADERS,15-Aug-2025 01:32 PM,Rejected-Finance,L2,29-Sep-2025 03:34 PM,Finance,Summary,Vasu Krishna,17-Sep-2025 05:07 PM,,BOQ Comparative Chart,26-Dec-2025,"INR 2,474,714.219",90.0,Vasu Krishna,26-Dec-2025 02:35 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 03:34 PM,finsummary_1940623.pdf (211.82 KB),Zp Amethi,Internal,,Ram Bachan Ram,16-Sep-2025 01:30 PM,16-Sep-2025 02:00 PM,techsummary_1940623.pdf (341.20 KB),AOC
,,,,2.0,Finance,.xls,Finance,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,5433572,rajan trading company,15-Aug-2025 04:06 PM,Rejected-Finance,L2,29-Sep-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3,5433435,VIJAY PAL SINGH,15-Aug-2025 03:33 PM,Accepted-AOC,Accepted,26-Dec-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
