S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,5680102,M/S BABU LAL YADAV THIKEDAR,15-Nov-2025 12:53 PM,Rejected-Finance,L4,11-Dec-2025 08:58 PM,1.0,5673990.0,Surendra Maurya,INR,"174,315.3","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1089423_5,04/E.E./2025-26,Earth Work in Silt Clearance/Scraping of Azamgarh Dy. from Km. 14.800 to Km. 20.800,11-Dec-2025,"INR 270,000",15.0,Harshendra Gupta,11-Dec-2025 09:04 PM,555.pdf (314.00 KB),H. Gupta,Internal,,Harshendra Gupta,18-Nov-2025 08:30 PM,21-Nov-2025 12:30 PM,techsummary_1999943.pdf (517.43 KB),Finance,all Admitted,Harshendra Gupta,09-Dec-2025 07:12 PM,,BOQ Comparative Chart,H. Gupta,Internal,,Harshendra Gupta,11-Dec-2025 08:58 PM,finsummary_1999943.pdf (19.53 KB),Technical,all Admitted,Harshendra Gupta,18-Nov-2025 08:12 PM,,AOC,10-Nov-2025 10:00 AM,17-Nov-2025 11:00 AM,10-Nov-2025 10:30 AM,15-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 10:30 AM,15-Nov-2025 05:00 PM,21-Nov-2025 12:30 PM,1.0,SBI Bank,177.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",04/E.E./2025-26,2025_UPIDC_1089423_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Executive Engineer Sharda Sahayak Khand-32, Azamgarh","27,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,e-BidDocument,Earth Work in Silt Clearance/Scraping of Azamgarh Dy. from Km. 14.800 to Km. 20.800,Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"2,70,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGAHR,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,AOC
2,5679832,M/S LALCHAND YADAV,15-Nov-2025 11:10 AM,Rejected-Finance,L2,11-Dec-2025 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
3,5674778,SHRI DINESH KUMAR,13-Nov-2025 09:24 PM,Rejected-Finance,L3,11-Dec-2025 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5673990,Surendra Maurya,15-Nov-2025 04:06 PM,Accepted-AOC,L1,11-Dec-2025 09:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
