Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,07-Nov-2025 03:12 AM,07-Nov-2025 12:00 PM,techsummary_1985622.pdf (195.86 KB),Technical,Technically fit,akhilesh kumar singh,07-Nov-2025 03:01 AM,technical_1985622.pdf,05-Dec-2025,"INR 64,710.9",10.0,akhilesh kumar singh,06-Dec-2025 08:28 PM,AOCsopurminorA.pdf (559.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2025_UPIDC_1083668_45,01/EE/2025-26,Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 3.000),1,5639482,M/S DINESH KUMAR,30-Oct-2025 01:08 PM,Accepted-AOC,AOC,06-Dec-2025 08:28 PM,1.0,5639482.0,M/S DINESH KUMAR,INR,"64,710.9",Finance,Financial Summary Report,akhilesh kumar singh,05-Dec-2025 07:59 PM,finance_1985622.pdf,BOQ Comparative Chart,AKHILESH KUMAR SINGH,Internal,,akhilesh kumar singh,05-Dec-2025 08:12 PM,finsummary_1985622.pdf (195.86 KB),AOC,1.0,Corrigendum for Bid Submission End date and Bid Opening Date,Date,,18-Oct-2025 10:00 AM,30-Oct-2025 04:00 PM,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,NA ,NA ,18-Oct-2025 10:00 AM,30-Oct-2025 03:00 PM,07-Nov-2025 12:00 PM,"6,500",Yes,fixed,,Nil,Nil,Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 3.000),Silt Clearance/Scraping work of Sonpur Mr. (km 0.00 to 3.000),Please refer Tender documents. ,NA ,"65,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2025-26,2025_UPIDC_1083668_45,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,559.0,Nil,Nil,No,Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,1,Fee/PreQual/Technical,.pdf,Tendernotice,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5639580,M/S RAM SAGAR,30-Oct-2025 01:22 PM,Rejected-Finance,L2,05-Dec-2025 08:12 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
