Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",2025_UPIDC_1079102_4,01/EE/2025-26,Scrapping and jungle clearence from Km. 8.000 to Km. 8.600 and 9.000 to 17.400 of Kauriram Dy,1.0,5598066.0,M/S SHYAM ASSOCIATE,INR,"221,611.75",1,5598066,M/S SHYAM ASSOCIATE,10-Oct-2025 02:31 PM,Accepted-AOC,L1,21-Dec-2025 05:52 PM,17-Nov-2025,"INR 221,611.75",15.0,Vishwanath Shukla,21-Dec-2025 05:52 PM,Aoc4.pdf (302.00 KB),VN Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,22-Oct-2025 04:40 PM,23-Oct-2025 11:00 AM,techsummary_1973891.pdf (512.21 KB),Finance,Attached,Vishwanath Shukla,02-Nov-2025 02:23 PM,finance_1973891.pdf,BOQ Comparative Chart,Vn Shukla EE,Internal,Dinesh Mohan EE,Vishwanath Shukla,02-Nov-2025 04:28 PM,finsummary_1973891.pdf (512.21 KB),Technical,Attached,Vishwanath Shukla,22-Oct-2025 04:38 PM,technical_1973891.pdf,AOC,1.0,SBI Bank,"8,600",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-I, gorakhpur",01/EE/2025-26,2025_UPIDC_1079102_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (U.P.) 273008,03-Oct-2025 10:00 AM,11-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,10-Oct-2025 05:00 PM,23-Oct-2025 11:00 AM,677.0,Nil,Nil,No,Scrapping and jungle clearence from Km. 8.000 to Km. 8.600 and 9.000 to 17.400 of Kauriram Dy,Scrapping and jungle clearence from Km. 8.000 to Km. 8.600 and 9.000 to 17.400 of Kauriram Dy,Please refer Tender documents. ,NA ,"4,30,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Saryu Nahar Khand 1 Gorakhpur (,No ,No,1,Fee/PreQual/Technical,.pdf,Document,AOC
,,,,,,,,,2,5596961,RAM DARASH YADAV,09-Oct-2025 07:09 PM,Rejected-Finance,Higher,02-Nov-2025 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
