Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,769",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,"29,989",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 5 Gramsabha Raghipur mukhya marg se muraee Tola 560 meter tak lepan kary,Work No 5 Gramsabha Raghipur mukhya marg se muraee Tola 560 meter tak lepan kary,Please refer Tender documents. ,NA ,"14,99,451",Civil Works - Others,NA ,Tender,30.0,30.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,Panchayati Raj Department||Zila Panchayat Amethi,875/Nivida/ZP/2025-26 Date- 10-09-2025,2025_UPPRD_1073328_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,12-Sep-2025 12:00 PM,17-Sep-2025 01:00 PM,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,NA ,NA ,12-Sep-2025 12:00 PM,17-Sep-2025 12:00 PM,25-Sep-2025 11:45 AM,AOC,Finance,Summary,Ram Bachan Ram,25-Sep-2025 12:11 PM,,BOQ Comparative Chart,Zp Amethi,Internal,,Vasu Krishna,25-Sep-2025 11:41 AM,25-Sep-2025 11:45 AM,techsummary_1959273.pdf (346.69 KB),Technical,Summary,Vasu Krishna,25-Sep-2025 11:28 AM,,Zp Amethi,Internal,,Ram Bachan Ram,25-Sep-2025 03:15 PM,finsummary_1959273.pdf (496.49 KB),29-Dec-2025,"INR 1,498,551.329",90.0,Vasu Krishna,29-Dec-2025 03:37 PM,ffffffffffffff.pdf (193.00 KB),1.0,5533567.0,M/S PIYUSH TRADERS,INR,"1,498,551.329",Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1073328_5,875/Nivida/ZP/2025-26 Date- 10-09-2025,Work No 5 Gramsabha Raghipur mukhya marg se muraee Tola 560 meter tak lepan kary,1,5535259,M/S J S CONSTRUCTION,15-Sep-2025 09:30 AM,Rejected-Finance,L2,25-Sep-2025 03:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5533567,M/S PIYUSH TRADERS,14-Sep-2025 11:41 AM,Accepted-AOC,L1,29-Dec-2025 03:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5533388,rajan trading company,14-Sep-2025 10:08 AM,Rejected-Finance,L3,25-Sep-2025 03:15 PM,AOC
