EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"3,160",Yes,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_25,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Scraping Of Bed and side slope with jungle clearance of Manjhiganwa mr from km 0.000 to 4.800 Bari bajahiya mr from km 0.000 to 1.000,Scraping Of Bed and side slope with jungle clearance of Manjhiganwa mr from km 0.000 to 4.800 Bari bajahiya mr from km 0.000 to 1.000,Please refer Tender documents. ,NA ,"1,58,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,18-Oct-2025 01:10 PM,28-Oct-2025 11:00 AM,18-Oct-2025 01:10 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 01:10 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,589.0,Nil,Nil,No,AOC,PRADEEP KUMAR SINGH,Internal,EESP CHAUDHARY AND DIV ACCOUNTANT,Pradeep Kumar Singh,23-Dec-2025 12:56 PM,finsummary_1985993.pdf (416.87 KB),Finance,all bid admitted,Pradeep Kumar Singh,23-Dec-2025 12:52 PM,,BOQ Comparative Chart,1.0,5629494.0,JAY KRISHAN TIWARI,INR,"115,093.6",1,5629494,JAY KRISHAN TIWARI,28-Oct-2025 01:48 AM,Accepted-AOC,AOC,23-Dec-2025 12:59 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_25,03/EE/2025-26,Scraping Of Bed and side slope with jungle clearance of Manjhiganwa mr from km 0.000 to 4.800 Bari bajahiya mr from km 0.000 to 1.000,23-Dec-2025,"INR 115,093.6",21.0,Pradeep Kumar Singh,23-Dec-2025 12:59 PM,manjhiganwasilt2025.pdf (417.00 KB),AOC,Technical,All bid accepted,Pradeep Kumar Singh,03-Nov-2025 11:33 AM,technical_1985993.pdf,PRADEEP KUMAR SINGH,Internal,EE S P CHAUDHARY,Pradeep Kumar Singh,03-Nov-2025 11:37 AM,03-Nov-2025 01:00 PM,techsummary_1985993.pdf (278.55 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,2,5629993,M/S MAHADEV CONSTRUCTION,26-Oct-2025 04:42 PM,Rejected-Finance,2nd,23-Dec-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5633230,M/s Shivansh Enterprises,27-Oct-2025 10:07 PM,Rejected-Finance,3rd,23-Dec-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5633685,SANVI CONSTRUCTION,27-Oct-2025 11:38 PM,Rejected-Finance,4th,23-Dec-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5631278,V K CONSTRUCTIONS,27-Oct-2025 11:22 PM,Rejected-Finance,5th,23-Dec-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
