S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"24,500",No,fixed,,Nil,Nil,28-Jul-2025 06:55 PM,11-Aug-2025 11:00 AM,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,NA ,NA ,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,13-Oct-2025 02:00 PM,OSD M,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/OSD(M)/2025/279 DT-22/07/2025,2025_YEIDA_1060688_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Operation and maintenance of 02 Nos tubewell at sector 18 pocket J and 5A( year 2025-2026) yeida,Operation and maintenance of 02 Nos tubewell at sector 18 pocket J and 5A( year 2025-2026) yeida,Refer tender doc ,NA ,"12,17,924",Electrical Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",840.0,Nil,Nil,No,AOC,Finance,EVALUATION,BRIJ PAL SINGH,17-Nov-2025 02:08 PM,,BOQ Comparative Chart,Committee,Internal,Committee,MAHRAM SINGH,13-Oct-2025 01:03 PM,13-Oct-2025 02:00 PM,techsummary_1932094.pdf (700.87 KB),Technical,EVALUATION,BRIJ PAL SINGH,13-Oct-2025 12:57 PM,,Committee,Internal,Committee,BRIJ PAL SINGH,17-Nov-2025 02:11 PM,finsummary_1932094.pdf (863.27 KB),17-Nov-2025,"INR 989,319.67",365.0,MAHRAM SINGH,02-Dec-2025 04:20 PM,AOC279_4.pdf (1069.00 KB),AOC,1.0,5411799.0,M/S A R INTERNATIONAL,08-Aug-2025 02:59 PM,Rejected-Technical,DISQUALIFIED,13-Oct-2025 01:03 PM,1.0,5393098.0,M/S NAV ENTERPRISES,INR,"989,319.67",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1060688_4,YEA/OSD(M)/2025/279 DT-22/07/2025,Operation and maintenance of 02 Nos tubewell at sector 18 pocket J and 5A( year 2025-2026) yeida,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5407556.0,M/s DIVYA BUILDERS & DEVELOPERS,08-Aug-2025 02:03 PM,Rejected-Finance,L3,17-Nov-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5393098.0,M/S NAV ENTERPRISES,08-Aug-2025 04:04 PM,Accepted-AOC,L1,02-Dec-2025 04:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5411515.0,M/s Shree Enterprises,08-Aug-2025 02:33 PM,Rejected-Finance,L2,17-Nov-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOC,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
