S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5641397.0,MOHD NAIM,INR,"694,448.23","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2025_UPIDC_1082813_7,03/EE/2025-26,AS PER TENDER NOTICE-03 LOT 07,1,5640649,J P ENTERPRISES,31-Oct-2025 11:26 AM,Rejected-Finance,L3,07-Nov-2025 07:23 PM,20-Nov-2025,"INR 694,448.23",15.0,NAVNEET KUMAR,17-Dec-2025 01:06 PM,Lot7.pdf (669.00 KB),AOC,Executive Engineer,Internal,,NAVNEET KUMAR,07-Nov-2025 07:23 PM,finsummary_1983335.pdf (408.38 KB),Technical,Summary Uploaded,NAVNEET KUMAR,06-Nov-2025 09:41 PM,technical_1983335.pdf,Executive Engineer,Internal,,NAVNEET KUMAR,06-Nov-2025 09:47 PM,07-Nov-2025 03:00 PM,techsummary_1983335.pdf (611.19 KB),Finance,Summary Uploaded,NAVNEET KUMAR,07-Nov-2025 07:19 PM,finance_1983335.pdf,BOQ Comparative Chart,AOC,16-Oct-2025 11:00 AM,31-Oct-2025 03:00 PM,16-Oct-2025 11:00 AM,31-Oct-2025 01:00 PM,NA ,NA ,16-Oct-2025 11:00 AM,31-Oct-2025 01:00 PM,07-Nov-2025 03:00 PM,"17,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",03/EE/2025-26,2025_UPIDC_1082813_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AS PER TENDER NOTICE-03 LOT 07,SILT CLEARENCE/SCRAPING OF BARA DY. FROM KM. 0.000 TO KM. 16.569 FOR THE YEAR 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Haidergarh,225124.0,NA ,NA ,NA ,Haidergarh,No ,No,856.0,Nil,Nil,No,AOC
,,,,,,,,,2,5641397,MOHD NAIM,31-Oct-2025 11:26 AM,Accepted-AOC,L1,17-Dec-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5640763,M/S Kamlesh Kumar Singh,30-Oct-2025 10:20 PM,Rejected-Finance,L2,07-Nov-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5641128,Pradeep Kumar Singh,31-Oct-2025 09:22 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Nov-2025 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5640404,RIYAZ AHMAD,30-Oct-2025 07:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Nov-2025 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
