Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Vishwanath Shukla,Internal,,Vishwanath Shukla,03-Nov-2025 07:15 PM,04-Nov-2025 11:00 AM,techsummary_1992604.pdf (156.46 KB),01-Dec-2025,"INR 42,945",15.0,Vishwanath Shukla,01-Dec-2025 02:52 PM,098.pdf (411.00 KB),Technical,Admitted,Vishwanath Shukla,03-Nov-2025 05:44 PM,,Vishwanath Shukla,Internal,,Vishwanath Shukla,24-Nov-2025 02:38 PM,finsummary_1992604.pdf (503.35 KB),Finance,Admitted,Vishwanath Shukla,24-Nov-2025 02:36 PM,,BOQ Comparative Chart,1.0,5644520.0,M/S SUSHILA ENTERPRISES,INR,"42,945",1,5648980,Krishna Traders,03-Nov-2025 01:10 PM,Rejected-Finance,2,24-Nov-2025 02:38 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD Khaliabad",2025_UPIDC_1078505_98,01/EE/2025-26,SILT CLEARANCE OFMADANPURA MR. BETWEEN KM. 0.000 TO KM. 2.300,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD Khaliabad",01/EE/2025-26,2025_UPIDC_1078505_98,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER SARYU NAHAR KHAND KHALILABAD,EXECUTIVE ENGINEER SARYU NAHAR KHAND KHALILABAD,29-Oct-2025 03:00 PM,03-Nov-2025 05:00 PM,29-Oct-2025 04:00 PM,03-Nov-2025 04:30 PM,NA ,NA ,29-Oct-2025 04:00 PM,03-Nov-2025 04:30 PM,04-Nov-2025 11:00 AM,1.0,SBI Bank,SILT CLEARANCE OFMADANPURA MR. BETWEEN KM. 0.000 TO KM. 2.300,SILT CLEARANCE OF MADANPURA MR. BETWEEN KM. 0.000 TO KM. 2.300,AS PER NIT CONDITIONS ,BY DEGINATED COMMITTEE ,"48,989",Civil Works,Silt Clearance ,Tender,90.0,15.0,Sant Kabir Nagar,272175.0,NA ,NA ,NA ,Khalilabad,No ,No,559.0,Nil,Nil,No,"4,899",No,percentage,10.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5644520,M/S SUSHILA ENTERPRISES,03-Nov-2025 01:56 PM,Accepted-AOC,L1,01-Dec-2025 02:52 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
