S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,Construction WBM road at L/S From K.m. 0.000 to K.m. 3.577 of M.K.F.C. (Lot_2),Construction WBM road at L/S From K.m. 0.000 to K.m. 3.577 of M.K.F.C.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,Mirzapur,231001.0,NA ,NA ,NA ,"Offie of S E B S C C C-2, Mzp",No ,No,"Superintending Engineer, B S C C C-2 Mzp","Superintending Engineer, Bansagar Canal Construction Circle-2, Mirzapur","2,360",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,03-Oct-2025 01:00 PM,14-Oct-2025 03:00 PM,04-Oct-2025 01:00 PM,14-Oct-2025 02:00 PM,NA ,NA ,04-Oct-2025 01:00 PM,14-Oct-2025 02:00 PM,31-Oct-2025 03:00 PM,"1,87,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur",04/SE/2025-26,2025_UPIDC_1078929_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Comparative Statement,shashi prakash shukla,11-Dec-2025 02:54 PM,finance_1973118.pdf,BOQ Comparative Chart,Er Shashi Prakash Shukla SE,Internal,Er O P Maurya Se Er. Meraj Ahmad Khan EE Er Shyam Kishor Gupta EE,shashi prakash shukla,28-Oct-2025 01:46 PM,31-Oct-2025 03:00 PM,techsummary_1973118.pdf (534.32 KB),Technical,Technical bid summary,shashi prakash shukla,28-Oct-2025 01:42 PM,technical_1973118.pdf,Er Shashi Prakash Shukla SE,Internal,Er O P Maurya Se Er. Meraj Ahmad Khan EE Er Shyam Kishor Gupta EE,shashi prakash shukla,11-Dec-2025 03:05 PM,finsummary_1973118.pdf (534.33 KB),11-Dec-2025,"INR 5,488,795.4",180.0,shashi prakash shukla,11-Dec-2025 03:10 PM,AOC_wbm_3577.pdf (347.00 KB),AOC,1,5603656,AKANSHA ENTERPRISES,14-Oct-2025 11:48 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur",2025_UPIDC_1078929_2,04/SE/2025-26,Construction WBM road at L/S From K.m. 0.000 to K.m. 3.577 of M.K.F.C. (Lot_2),1.0,5602179.0,SANTOSH KUMAR,INR,"5,488,795.4",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5606308,BIRENDRA KUMAR SINGH,14-Oct-2025 09:41 AM,Rejected-Finance,L-8,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5599747,M/S ADITYA CONSTRUCTION COMPANY,11-Oct-2025 02:07 PM,Rejected-Finance,L-5,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5606176,M/S AMBUJ CONSTRUCTION,14-Oct-2025 12:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5605656,M/S DEV BRAT SINGH,14-Oct-2025 01:03 PM,Rejected-Finance,L-2,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5602830,M/S DHYAN SINGH,14-Oct-2025 12:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5607188,M/s H.A.G. Builder Pro Wasim Ahamad,14-Oct-2025 01:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5607343,M/S INDRAJEET SINGH,14-Oct-2025 01:51 PM,Rejected-Finance,L-7,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5601031,M/S KAILASH NATH CHATURVEDI,14-Oct-2025 07:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5604447,M/S KAMLA COMNUCATION,14-Oct-2025 11:20 AM,Rejected-Finance,L-10,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5604417,M/S Shiv Dhar Tiwari,14-Oct-2025 11:09 AM,Rejected-Finance,L-9,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5606409,MS VIJAY KUMAR SINGH,14-Oct-2025 11:02 AM,Rejected-Finance,L-3,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5606935,prakash construction,14-Oct-2025 01:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5604261,RIPUNJAY PANDEY,14-Oct-2025 11:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5602179,SANTOSH KUMAR,13-Oct-2025 01:11 PM,Accepted-AOC,L-1,11-Dec-2025 03:10 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5606222,S.B. ENTERPRISES,14-Oct-2025 12:28 PM,Rejected-Finance,L-4,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5605041,VISHNU SINGH,14-Oct-2025 01:51 PM,Rejected-Finance,L-6,11-Dec-2025 03:05 PM,,,,,,,,,,AOC
