Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Committee,Internal,Committee,VIKAS KUMAR,26-Sep-2025 06:10 PM,26-Sep-2025 06:15 PM,techsummary_1937091.pdf (1035.44 KB),17-Oct-2025,"INR 160,867,210.77",365.0,VIKAS KUMAR,02-Dec-2025 04:03 PM,AOC397_19.pdf (1000.00 KB),AOC,Technical,EVALUATION,VIKAS KUMAR,26-Sep-2025 06:03 PM,,Committee,Internal,Committee,VIKAS KUMAR,17-Oct-2025 05:46 PM,finsummary_1937091.pdf (276.64 KB),Finance,EVALUATION,VIKAS KUMAR,17-Oct-2025 02:37 PM,,BOQ Comparative Chart,1.0,5460077.0,Priya Construction,INR,"160,867,210.77",1,5457218,DYNASTY PROMOTERS PRIVATE LIMITED,19-Aug-2025 02:09 PM,Rejected-Finance,L6,17-Oct-2025 05:46 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1062773_19,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,"C/o Main Carriageway (both side ) of 100mtr wide road between Sec-21 and 34,35 yea (including 5 year Maintenance) WC-02",AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,2025_YEIDA_1062773_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",06-Aug-2025 06:55 PM,21-Aug-2025 11:00 AM,06-Aug-2025 06:55 PM,19-Aug-2025 05:00 PM,NA ,NA ,06-Aug-2025 06:55 PM,19-Aug-2025 05:00 PM,26-Sep-2025 06:15 PM,1.0,SBI Bank,"30,24,000",No,fixed,,Nil,Nil,"C/o Main Carriageway (both side ) of 100mtr wide road between Sec-21 and 34,35 yea (including 5 year Maintenance) WC-02","C/o Main Carriageway (both side ) of 100mtr wide road between Sec-21 and 34,35 yea (including 5 year Maintenance) WC-02",Please refer Tender documents. ,NA ,"20,23,48,692",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA OFFICE 2ND FLOOR E- TENDER CELL,No ,No,"6,770",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5437956,Jeet Construction,19-Aug-2025 02:31 PM,Rejected-Finance,L2,17-Oct-2025 05:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5457145,M/S GUPTA ASSOCIATES,19-Aug-2025 02:05 PM,Rejected-Finance,L3,17-Oct-2025 05:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5457676,M/S SKV INFRATECH PRIVATE LIMITED,19-Aug-2025 01:29 PM,Rejected-Finance,L5,17-Oct-2025 05:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5423287,Preeti Buildcon Private Limited,19-Aug-2025 04:36 PM,Rejected-Finance,L4,17-Oct-2025 05:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5460077,Priya Construction,19-Aug-2025 03:53 PM,Accepted-AOC,L1,02-Dec-2025 04:03 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
