Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_105,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"13,485",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,18-Sep-2025 12:20 PM,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical,795.0,AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Work No 105 Gramsabha Bhojpur me Mallepur sampark marg se Bhojpur gaon ki oor eet- soling,Work No 105 Gramsabha Bhojpur me Mallepur sampark marg se Bhojpur gaon ki oor eet- soling,Please refer Tender documents. ,NA ,"6,74,256",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,AOC,1,5442516,BRIJESH PRATAP SINGH,18-Aug-2025 11:45 AM,Rejected-Finance,L2,29-Sep-2025 04:13 PM,Technical,Summary,Ram Bachan Ram,12-Sep-2025 04:28 PM,,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_105,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 105 Gramsabha Bhojpur me Mallepur sampark marg se Bhojpur gaon ki oor eet- soling,1.0,5440779.0,VINAY PRAKASH TRIPATHI,INR,"673,446.683",Zp Amethi,Internal,,Ram Bachan Ram,18-Sep-2025 12:20 PM,18-Sep-2025 12:20 PM,techsummary_1940508.pdf (240.80 KB),Finance,Summary,Ram Bachan Ram,22-Sep-2025 12:05 PM,,BOQ Comparative Chart,17-Dec-2025,"INR 673,446.683",90.0,Vasu Krishna,17-Dec-2025 05:02 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 04:13 PM,finsummary_1940508.pdf (397.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5441475,M/S MANSHA RAM TRIPATHI CONTR.,17-Aug-2025 01:11 PM,Rejected-Finance,L2,29-Sep-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5440779,VINAY PRAKASH TRIPATHI,17-Aug-2025 10:28 AM,Accepted-AOC,Accepted,17-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
