S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,"60,000",No,fixed,,Nil,Nil,30-Oct-2025 05:00 PM,14-Nov-2025 11:30 AM,30-Oct-2025 05:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 05:00 PM,13-Nov-2025 05:00 PM,20-Nov-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3299/PAN/ET/25-26, DT. 29-10-2025",2025_UPPAN_1087223_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"M.S. RAILING/GRILL WORK FOR 200 PERSON HOSTEL/ BARRACK AT POLICE LINE GAUTAMBUDHA NAGAR, MEERUT, MUZAFFAR NAGAR U.P.","M.S. RAILING/GRILL WORK FOR 200 PERSON HOSTEL/ BARRACK AT POLICE LINE GAUTAMBUDHA NAGAR, MEERUT, MUZAFFAR NAGAR U.P.",Please refer Tender documents. ,NA ,"30,26,000",Civil Works,NA ,Tender,90.0,180.0,"GAUTAMBUDHA NAGAR, MEERUT, MUZAFFAR NAGAR U.P.",251001.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,"1,770",Nil,Nil,No,AOC,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,02-Dec-2025 12:17 PM,finsummary_1993905.pdf (607.44 KB),Technical,ALL BIDDER ADMITTED,Sanjeev Saxena,19-Nov-2025 05:24 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,19-Nov-2025 05:26 PM,20-Nov-2025 11:00 AM,techsummary_1993905.pdf (614.13 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,02-Dec-2025 12:15 PM,,BOQ Comparative Chart,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1087223_1,"3299/PAN/ET/25-26, DT. 29-10-2025","M.S. RAILING/GRILL WORK FOR 200 PERSON HOSTEL/ BARRACK AT POLICE LINE GAUTAMBUDHA NAGAR, MEERUT, MUZAFFAR NAGAR U.P.",1.0,5671193.0,harsh associates,INR,"3,004,515",1,5671193,harsh associates,13-Nov-2025 01:18 PM,Accepted-AOC,L1,15-Dec-2025 11:43 AM,09-Dec-2025,"INR 3,004,515",180.0,Sanjeev Saxena,15-Dec-2025 11:44 AM,RAILINGLOA.pdf (693.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5667896,M/S BHAGWATI BUILDERS,12-Nov-2025 12:35 PM,Rejected-Finance,L3,02-Dec-2025 12:17 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5667544,Roshan Lal Traders,13-Nov-2025 03:56 PM,Rejected-Finance,L2,02-Dec-2025 12:17 PM,,,,,,,,AOC
