Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
24-Dec-2025,"INR 58,656,440.13",45.0,BRIJ PAL SINGH,24-Dec-2025 11:20 AM,AOC1101_3.pdf (920.00 KB),AOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1080922_3,YEA/OSD(M)/2025/1101 DT-03/10/2025,Construction of Ariel Bunch Cable L.T Network For Sec-32 YEA (WC-EM-02),1.0,5643980.0,ROYAL MEDAL POWER SYSTEM,INR,"58,656,440.13",1,5642185,AMIT ENGINEERING CORPORATION,03-Nov-2025 04:24 PM,Rejected-Finance,L5,18-Dec-2025 02:01 PM,Technical,U,MAHRAM SINGH,25-Nov-2025 12:22 PM,,Committee,Internal,Committee,BRIJ PAL SINGH,18-Dec-2025 02:01 PM,finsummary_1978443.pdf (178.93 KB),Finance,EVALUATION,BRIJ PAL SINGH,18-Dec-2025 01:56 PM,,BOQ Comparative Chart,Committee,Internal,Committee,MAHRAM SINGH,25-Nov-2025 12:26 PM,25-Nov-2025 12:30 PM,techsummary_1978443.pdf (1277.51 KB),AOC,08-Oct-2025 06:55 PM,05-Nov-2025 11:00 AM,08-Oct-2025 06:55 PM,03-Nov-2025 05:00 PM,NA ,NA ,08-Oct-2025 06:55 PM,03-Nov-2025 05:00 PM,25-Nov-2025 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Yamuna Expressway Industrial Development Authority,YEA/OSD(M)/2025/1101 DT-03/10/2025,2025_YEIDA_1080922_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,OSD(M),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Construction of Ariel Bunch Cable L.T Network For Sec-32 YEA (WC-EM-02),Construction of Ariel Bunch Cable L.T Network For Sec-32 YEA (WC-EM-02),Please refer Tender documents. ,NA ,"6,30,71,441",Electrical Works,NA ,Tender,90.0,45.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,"12,61,500",No,fixed,,Nil,Nil,"6,770",Nil,Nil,No,1.0,SBI Bank,1.0,Corrigendum 1,Date,,AOC
,,,,,,,,,,,,,,,,2,5631807,M/s Stambh Power System PVT. LTD.,28-Oct-2025 04:12 PM,Rejected-Finance,L2,18-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5643213,Primasonic Spectrum Private Limited,03-Nov-2025 04:26 PM,Rejected-Finance,L3,18-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5643980,ROYAL MEDAL POWER SYSTEM,01-Nov-2025 08:15 PM,Accepted-AOC,L1,24-Dec-2025 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5631716,Vishal Enterprises,29-Oct-2025 03:09 PM,Rejected-Finance,L4,18-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
