Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||MDLGC, mainpuri",01/E.E/2025-26,2025_UPIDC_1082729_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXCUTIVE ENGINEER,E.E. MDLGC MAINPURI,silt clearance of salempur minor from km 0.000 to km 7.669,silt clearance of salempur minor from km 0.000 to km 7.669,Please Refer Tender Document ,NA ,"2,24,000",Civil Works - Canal,NA ,Tender,90.0,21.0,Mainpuri,205001.0,NA ,NA ,NA ,E.E. MDLGC MAINPURI,No ,No,1.0,SBI Bank,89.0,Nil,Nil,No,"22,400",No,fixed,,Nil,Nil,25-Oct-2025 10:00 AM,30-Oct-2025 01:00 PM,25-Oct-2025 10:00 AM,30-Oct-2025 12:00 PM,25-Oct-2025 10:00 AM ,30-Oct-2025 12:00 PM ,25-Oct-2025 10:00 AM,30-Oct-2025 12:00 PM,30-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC,1,5638090,KUSUM YADAV,29-Oct-2025 09:10 PM,Rejected-Finance,Rejected,08-Nov-2025 11:31 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||MDLGC, mainpuri",2025_UPIDC_1082729_12,01/E.E/2025-26,silt clearance of salempur minor from km 0.000 to km 7.669,Finance,Financial Evaluation,Rajeev Kumar,08-Nov-2025 10:59 PM,finance_1988448.pdf,BOQ Comparative Chart,Excutive Engineer,Internal,Excutive Engineer,Rajeev Kumar,08-Nov-2025 11:31 PM,finsummary_1988448.pdf (518.90 KB),1.0,5639255.0,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS,INR,"168,058.5",Rajeev Kumar,Internal,E.E,Rajeev Kumar,30-Oct-2025 04:58 PM,30-Oct-2025 05:00 PM,techsummary_1988448.pdf (276.95 KB),Technical,Technical Summary,Rajeev Kumar,30-Oct-2025 04:43 PM,technical_1988448.pdf,26-Dec-2025,"INR 168,058.5",21.0,Rajeev Kumar,26-Dec-2025 12:50 PM,salempursilt.pdf (372.00 KB),L1 Bkdder,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC,2,5639255,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS,30-Oct-2025 11:46 AM,Accepted-AOC,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS L1 BKDDER,26-Dec-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5638327,RAJENDRA SINGH CONTRUCTOR,29-Oct-2025 10:45 PM,Rejected-Finance,Rejected,08-Nov-2025 11:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5635795,shripal,29-Oct-2025 05:02 PM,Rejected-Finance,Rejected,08-Nov-2025 11:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
