Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE EE LUCKNOW DIVISION-2,OM PRAKASH VERMA,14-Nov-2025 03:12 PM,14-Nov-2025 03:30 PM,techsummary_1980117.pdf (1236.82 KB),10-Dec-2025,"INR 4,871,486.452",90.0,OM PRAKASH VERMA,24-Dec-2025 02:52 PM,dos180nvbharat.pdf (328.00 KB),Detail attached,Technical,technical result attached,OM PRAKASH VERMA,12-Nov-2025 03:47 PM,technical_1980117.pdf,1.0,5615185.0,M/s Nav Bharat Construction,INR,"4,871,486.452",SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE EE LUCKNOW DIVISION-2,OM PRAKASH VERMA,15-Nov-2025 03:21 PM,finsummary_1980117.pdf (1236.82 KB),Finance,Detail attached,OM PRAKASH VERMA,14-Nov-2025 04:08 PM,finance_1980117.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2025_UPIDC_1081543_17,03/SE-6/2025-26,Lucknow shakha ke km 180.026 par puliya nav nirman ka karya,1,5614541,CHANDRA SEN,17-Oct-2025 01:21 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,Lucknow shakha ke km 180.026 par puliya nav nirman ka karya,Lucknow shakha ke km 180.026 par puliya nav nirman ka karya,please refer tender document ,NA ,"68,00,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226010.0,SE Six circle lucknow ,SE Six circle lucknow ,13-Oct-2025 03:00 PM ,SE SIX CIRCLE LUCKNOW,No ,No,"1,36,000",No,percentage,2.0%,Nil,Nil,10-Oct-2025 11:00 AM,17-Oct-2025 03:00 PM,10-Oct-2025 11:00 AM,17-Oct-2025 01:00 PM,NA ,NA ,10-Oct-2025 11:00 AM,17-Oct-2025 01:00 PM,14-Nov-2025 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,SE SIX CIRCLE LUCKNOW,SE Six circle lucknow,1.0,SBI Bank,"3,034",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",03/SE-6/2025-26,2025_UPIDC_1081543_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5615064,devendra kumar pandey,17-Oct-2025 12:08 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5614241,M/S A-1 ROAD & HIGHWAY CONSTRUCTION,16-Oct-2025 09:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Nov-2025 03:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5613932,M/S AYODHIYA CONSTRUCTION,17-Oct-2025 11:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Nov-2025 03:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5615185,M/s Nav Bharat Construction,17-Oct-2025 12:31 PM,Accepted-AOC,technically qualified and quoted lowest amount,24-Dec-2025 02:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5614232,M/s RATHAUR CONSTRUCTION,17-Oct-2025 12:01 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5613899,M/S SATYENDRA KUMAR SINGH,17-Oct-2025 12:20 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5615297,M/S SINGH CONTRACTOR,17-Oct-2025 11:58 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5613651,Pradeep Kumar Singh,16-Oct-2025 07:42 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
