Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
24-Nov-2025,"INR 1,138,600.77",30.0,NEERAJ KUMAR SINGH,04-Dec-2025 10:38 AM,Sikandra.pdf (229.00 KB),Refer Agreement Document,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,2025_UPIDC_1081925_5,03/EE/2025-26,Restoration of Service Road of Sikandra Dy form Km. 7.000 to 8.186,1.0,5649189.0,KSS INFRASTRUCTURE,INR,"1,138,600.77",1,5648708,K P CONSTRUCTIONS,03-Nov-2025 12:20 PM,Rejected-Technical,Due to Income Tax Return of Last Three Years,06-Nov-2025 10:16 AM,Technical,Admitted,NEERAJ KUMAR SINGH,04-Nov-2025 05:47 PM,,Neeraj Kumar Singh,Internal,"Neeraj Kumar Singh, Binod Kumar Singh, Naveen Kumar",NEERAJ KUMAR SINGH,06-Nov-2025 04:06 PM,finsummary_1991504.pdf (201.00 KB),Finance,Admitted,NEERAJ KUMAR SINGH,06-Nov-2025 03:27 PM,,BOQ Comparative Chart,Neeraj Kumar Singh,Internal,"Neeraj Kumar Singh, Binod Kumar Singh, Naveen Kumar",NEERAJ KUMAR SINGH,06-Nov-2025 10:16 AM,06-Nov-2025 11:00 AM,techsummary_1991504.pdf (288.32 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical,1.0,Time Extension,Date,,Restoration of Service Road of Sikandra Dy form Km. 7.000 to 8.186,Restoration of Service Road of Sikandra Dy form Km. 7.000 to 8.186,Please Refer Tender Document ,NA ,"17,53,000",Civil Works - Canal,NA ,Tender,90.0,30.0,AGRA,282001.0,NA ,NA ,NA ,Agra,No ,No,28-Oct-2025 04:00 PM,04-Nov-2025 03:00 PM,28-Oct-2025 04:00 PM,04-Nov-2025 02:00 PM,NA ,NA ,28-Oct-2025 04:00 PM,04-Nov-2025 02:00 PM,06-Nov-2025 11:00 AM,Excutive Engineer,"Lower Division Agra Canal, Agra",1.0,SBI Bank,"1,75,000",Yes,fixed,,Nil,Nil,354.0,Nil,Nil,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,03/EE/2025-26,2025_UPIDC_1081925_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5649189,KSS INFRASTRUCTURE,03-Nov-2025 02:16 PM,Accepted-AOC,L1,04-Dec-2025 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5651872,M/s CHANCHAL ASSOCIATES,04-Nov-2025 01:40 PM,Rejected-Finance,L4,06-Nov-2025 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5648772,M/s OMVEER SINGH CONTRACTOR,03-Nov-2025 12:28 PM,Rejected-AOC,L2,04-Dec-2025 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5647971,M/s R. S. Contractor & Suppliers,04-Nov-2025 11:52 AM,Rejected-Finance,L3,06-Nov-2025 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
