Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Renovation/ repairing on canal service road of Launda Mr,Renovation/ repairing on canal service road of Launda Mr from Km 0.000 to Km 0.800,Please refer Tender documents. ,NA ,"9,82,783",Civil Works,NA ,Tender,90.0,30.0,Vill-Launda Po-Launda Chandauli,232104.0,NA ,NA ,NA ,Executive Engineer Moosa Khand Dam Div Varanasi,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",04 / EE / 2025-26,2025_UPIDC_1093381_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"IDT-1, IDT-2, IDT-3, Valid Registration, Rate Validity, GSTIN, Experience etc","21,000",No,fixed,,Nil,Nil,1.0,SBI Bank,24-Nov-2025 12:00 PM,29-Nov-2025 03:00 PM,24-Nov-2025 12:00 PM,29-Nov-2025 01:00 PM,NA ,NA ,24-Nov-2025 12:00 PM,29-Nov-2025 01:00 PM,03-Dec-2025 01:00 PM,854.0,Nil,Nil,No,Executive Engineer Moosa Khand Dam Div Varanasi,Executive Engineer Moosa Khand Dam Division Sigra Varanasi,AOC,Ravi Shankar Mishra,Internal,Harendra Kumar,ravi shanker mishra,02-Dec-2025 05:00 PM,03-Dec-2025 01:00 PM,techsummary_2009607.pdf (123.28 KB),Finance,Three bidders participated and all are financially admitted.,ravi shanker mishra,03-Dec-2025 04:50 PM,finance_2009607.pdf,BOQ Comparative Chart,Ravi Shankar Mishra,Internal,Harendra Kumar,ravi shanker mishra,03-Dec-2025 04:57 PM,finsummary_2009607.pdf (123.28 KB),Technical,Three bidders participated and all are technically admitted.,ravi shanker mishra,02-Dec-2025 04:54 PM,technical_2009607.pdf,1,5709936,ARUN KUMAR PANDEY,29-Nov-2025 11:31 AM,Rejected-AOC,Second Lowest,08-Dec-2025 05:21 PM,1.0,5706928.0,Shree Construction,INR,"875,605.2","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||MDD, varanasi",2025_UPIDC_1093381_2,04 / EE / 2025-26,Renovation/ repairing on canal service road of Launda Mr,05-Dec-2025,"INR 875,605.2",30.0,ravi shanker mishra,08-Dec-2025 05:21 PM,AOC_2.pdf (130.00 KB),Agreement Number 34/ EE/ 2025-26,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5709958,KIRTI CONSTRUCTION,29-Nov-2025 11:50 AM,Rejected-AOC,Third Lowest,08-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5706928,Shree Construction,29-Nov-2025 12:18 PM,Accepted-AOC,First Lowest,08-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,AOC
