Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
05-Dec-2025,"INR 6,924,541.56",180.0,SURESH CHANDRA YADAV,05-Dec-2025 03:59 PM,Cov79.pdf (546.00 KB),Enclosed,1,5661485,PIYUSH KUMAR SINGH CONTRACTOR,10-Nov-2025 12:57 PM,Rejected-AOC,Accepted,05-Dec-2025 03:59 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2025_UPPRC_1087878_1,73/UPPCL/GM-1/E-TENDER/2025-26 Dated-29.10.2025,"Renovation, Painting and Repair work of Guest House in Residential colony campus at VBSPU District-Jaunpur (U.P.)",1.0,5661382.0,SHIVAM TRADERS,INR,"6,924,541.56",Technical,Enclosed,SURESH CHANDRA YADAV,11-Nov-2025 06:48 PM,technical_1995557.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-3, Varanasi, Accountant Unit-3, Varanasi, Project Manager Uit-19, Azamgarh",SURESH CHANDRA YADAV,05-Dec-2025 03:55 PM,finsummary_1995557.pdf (687.29 KB),Finance,Enclosed,SURESH CHANDRA YADAV,05-Dec-2025 03:51 PM,finance_1995557.pdf,BOQ Comparative Chart,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-3, Varanasi, Accountant Unit-3, Varanasi, Project Manager Zone-5, Lucknow",SURESH CHANDRA YADAV,11-Nov-2025 06:50 PM,12-Nov-2025 02:00 PM,techsummary_1995557.pdf (1036.75 KB),AOC,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230 /1A, Mehdaury, Telirayganj District-Prayagraj.","Renovation, Painting and Repair work of Guest House in Residential colony campus at VBSPU District-Jaunpur (U.P.)","Renovation, Painting and Repair work of Guest House in Residential colony campus at VBSPU District-Jaunpur (U.P.)",Please refer Tender documents. ,NA ,"69,39,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,District-Jaunpur (U.P.),222001.0,NA ,NA ,NA ,Prayagraj,No ,No,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,73/UPPCL/GM-1/E-TENDER/2025-26 Dated-29.10.2025,2025_UPPRC_1087878_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,39,000",No,fixed,,Nil,Nil,"11,800",Nil,Nil,No,04-Nov-2025 11:00 AM,10-Nov-2025 03:00 PM,04-Nov-2025 11:00 AM,10-Nov-2025 02:00 PM,NA ,NA ,04-Nov-2025 11:00 AM,10-Nov-2025 02:00 PM,12-Nov-2025 02:00 PM,1,Fee/PreQual/Technical,.pdf,BIDDOC,AOC
,,,,,,,2,5661382,SHIVAM TRADERS,08-Nov-2025 06:52 PM,Accepted-AOC,Accepted,05-Dec-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
