Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Er. Trilok Chand,Internal,E.E. EGCCD2 Haridwar,Trilok Chand,27-Nov-2025 06:12 PM,28-Nov-2025 10:00 AM,techsummary_1991025.pdf (335.96 KB),Technical,02 Bidders Admitted in technical bid,Trilok Chand,27-Nov-2025 05:35 PM,,31-Dec-2025,"INR 330,205.7",120.0,Trilok Chand,31-Dec-2025 05:13 PM,12.pdf (365.00 KB),DOS 26.12.2025,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore||EGCD-6, nazibabad",2025_UPIDC_1085704_12,03/EE/2025-26,Restoration of Canal Section of Hakikatpur Mr. from km. 0.000 to 3.950,1,5650680,M/S AJAYPAL SINGH CONTRACTOR,04-Nov-2025 02:55 AM,Accepted-AOC,Lowest I,31-Dec-2025 05:13 PM,1.0,5650680.0,M/S AJAYPAL SINGH CONTRACTOR,INR,"330,205.7",Er. Trilok Chand,Internal,EE EGCCD2 Haridwar,Trilok Chand,30-Dec-2025 05:00 PM,finsummary_1991025.pdf (335.96 KB),Finance,02 Bidders Admitted in Financial Bid,Trilok Chand,01-Dec-2025 04:50 PM,,BOQ Comparative Chart,AOC,"10,000",No,fixed,,Nil,Nil,Restoration of Canal Section of Hakikatpur Mr. from km. 0.000 to 3.950,Restoration of Canal Section of Hakikatpur Mr. from km. 0.000 to 3.950,Please refer tender documents ,NA ,"4,45,000",Civil Works - Canal,NA ,Tender,90.0,120.0,Najibabad,246763.0,NA ,NA ,NA ,Najibabad,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,177.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore||EGCD-6, nazibabad",03/EE/2025-26,2025_UPIDC_1085704_12,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,28-Oct-2025 09:00 AM,05-Nov-2025 02:00 PM,28-Oct-2025 10:00 AM,04-Nov-2025 02:00 PM,28-Oct-2025 10:00 AM ,04-Nov-2025 02:00 PM ,28-Oct-2025 10:00 AM,04-Nov-2025 02:00 PM,28-Nov-2025 10:00 AM,Executive Engineer,EGCCD6 Najibabad,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5650255,SANDEEP KUMAR SINGHAL,03-Nov-2025 08:28 PM,Rejected-Finance,Lowest II,30-Dec-2025 05:00 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
