S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5411189.0,M/S AMAN ELECTRICALS,08-Aug-2025 03:52 PM,Rejected-Finance,L2,08-Dec-2025 01:49 PM,1.0,5411742.0,M/S NAV ENTERPRISES,INR,"2,249,328.44",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1060688_8,YEA/OSD(M)/2025/279 DT-22/07/2025,"Providing street light at village Thusrana ,YEA",08-Dec-2025,"INR 2,249,328.44",180.0,BRIJ PAL SINGH,08-Dec-2025 01:51 PM,aoc279_8.pdf (841.00 KB),AOC,Committee,Internal,Committee,BRIJ PAL SINGH,08-Dec-2025 01:49 PM,finsummary_1932118.pdf (841.10 KB),Technical,EVALUATION,MAHRAM SINGH,10-Oct-2025 12:38 PM,,Committee,Internal,Committee,MAHRAM SINGH,10-Oct-2025 12:50 PM,10-Oct-2025 01:00 PM,techsummary_1932118.pdf (629.24 KB),Finance,EVALUATION,BRIJ PAL SINGH,08-Dec-2025 01:46 PM,,BOQ Comparative Chart,AOC,"57,000",No,fixed,,Nil,Nil,"Providing street light at village Thusrana ,YEA","Providing street light at village Thusrana ,YEA",REFER TENDER DOC ,NA ,"28,54,840",Electrical Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,OSD M,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",28-Jul-2025 06:55 PM,11-Aug-2025 11:00 AM,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,NA ,NA ,28-Jul-2025 06:55 PM,08-Aug-2025 05:00 PM,10-Oct-2025 01:00 PM,875.0,Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/OSD(M)/2025/279 DT-22/07/2025,2025_YEIDA_1060688_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
2.0,5411742.0,M/S NAV ENTERPRISES,08-Aug-2025 01:43 PM,Accepted-AOC,L1,08-Dec-2025 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5412133.0,Sumit kumar,08-Aug-2025 04:56 PM,Rejected-Finance,L3,08-Dec-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
