Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Silt clearance/Scrapping and jungle clearance of Babatpur Dy. from Km. 53.467 to 66.700,Silt clearance/Scrapping and jungle clearance of Babatpur Dy. from Km. 53.467 to 66.700,Please refer Tender documents. ,NA ,"5,93,000",Civil Works,NA ,Tender,90.0,15.0,Executive Engineer Irrigation Division Jaunpur,222002.0,NA ,NA ,NA ,Executive Engineer Irrigation Division Jaunpur,No ,No,Executive Engineer Irrigation Division Jaunpur,Executive Engineer Irrigation Division Jaunpur,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID, jaunpur",02/E.E./2025-26,2025_UPIDC_1087766_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"12,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,04-Nov-2025 11:00 AM,12-Nov-2025 03:00 PM,04-Nov-2025 11:00 AM,12-Nov-2025 02:00 PM,NA ,NA ,04-Nov-2025 11:00 AM,12-Nov-2025 02:00 PM,13-Nov-2025 11:00 AM,1.0,SBI Bank,766.0,Nil,Nil,No,AOC,Finance,Financial bid opened by committee on 13-11-2025. The review of the document is done by committee.,BIPIN KUMAR,13-Nov-2025 01:36 PM,finance_1995367.pdf,BOQ Comparative Chart,Bipin Kumar,Internal,ASHOK KUMAR SINGH,BIPIN KUMAR,12-Nov-2025 08:24 PM,13-Nov-2025 11:00 AM,techsummary_1995367.pdf (206.34 KB),Technical,Technical bid opened by committee on 12-11-2025. The review of the document is done by committee.,BIPIN KUMAR,12-Nov-2025 08:09 PM,technical_1995367.pdf,Bipin Kumar,Internal,ASHOK KUMAR SINGH,BIPIN KUMAR,13-Nov-2025 02:01 PM,finsummary_1995367.pdf (204.65 KB),19-Nov-2025,"INR 344,621.338",15.0,BIPIN KUMAR,09-Dec-2025 01:35 PM,pratibha5.pdf (211.00 KB),1,5670215,JAI CONSTRUCTION,12-Nov-2025 11:17 AM,Rejected-Finance,FIFTH LOWEST,13-Nov-2025 02:01 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID, jaunpur",2025_UPIDC_1087766_5,02/E.E./2025-26,Silt clearance/Scrapping and jungle clearance of Babatpur Dy. from Km. 53.467 to 66.700,1.0,5669882.0,PRATIBHA ENTERPRISES,INR,"12,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5669979,Laxmi Construction,12-Nov-2025 09:55 AM,Rejected-Finance,SECOND LOWEST,13-Nov-2025 02:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5666060,M/S BHARAT ENGINEERING WORK,10-Nov-2025 04:42 PM,Rejected-Finance,THIRD LOWEST,13-Nov-2025 02:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5670571,M/s Lal Mohan Yadav,12-Nov-2025 01:36 PM,Rejected-Finance,FOURTH LOWEST,13-Nov-2025 02:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5669882,PRATIBHA ENTERPRISES,12-Nov-2025 07:04 AM,Accepted-AOC,Agreement Done,09-Dec-2025 01:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5670165,RAJNISH CONSTRUCTION WORKS,12-Nov-2025 10:59 AM,Rejected-Finance,FIFTH LOWEST,13-Nov-2025 02:01 PM,,,,,,,,,,AOC
