Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,doc,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",04/E.E./2025-26,2025_UPIDC_1086955_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,Silt Clearance/Scraping of Manda Dy From Km. 0.000 to Km. 29.900.,Silt Clearance/Scraping of Manda Dy From Km. 0.000 to Km. 29.900.,Please refer tender documents. ,NA ,"14,46,000",Miscellaneous Services,NA ,Tender,90.0,30.0,Prayagraj,211004.0,NA ,NA ,NA ,Office of The Ex.Eng. Belan Canal Division Prayagr,No ,No,30-Oct-2025 12:00 PM,08-Nov-2025 03:30 PM,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,08-Nov-2025 03:00 PM,12-Nov-2025 03:05 PM,"28,920",No,percentage,2.0%,Nil,Nil,766.0,Nil,Nil,No,1.0,SBI Bank,Ex.Eng. Belan Canal Division Prayagr,"Office of the Ex.Eng. Belan Canal Division, Govindpur, Prayagraj",AOC,S P Chaudhary,Internal,D N shukla,Satya Prakash Chaudhary,20-Dec-2025 09:40 AM,finsummary_1993303.pdf (192.31 KB),Technical,all bid admitted,Satya Prakash Chaudhary,12-Nov-2025 02:56 PM,technical_1993303.pdf,S P Chaudhary,Internal,p k singh,Satya Prakash Chaudhary,12-Nov-2025 02:59 PM,12-Nov-2025 03:05 PM,techsummary_1993303.pdf (350.97 KB),Finance,aoc,Satya Prakash Chaudhary,20-Dec-2025 09:38 AM,finance_1993303.pdf,BOQ Comparative Chart,1,5661749,M/S GUFRAN CONSTRUCTION,08-Nov-2025 10:50 AM,Rejected-Finance,Reject,20-Dec-2025 09:40 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1086955_1,04/E.E./2025-26,Silt Clearance/Scraping of Manda Dy From Km. 0.000 to Km. 29.900.,1.0,5662230.0,M/S INDRAJEET SINGH,INR,"866,039",20-Dec-2025,"INR 866,039",30.0,Satya Prakash Chaudhary,20-Dec-2025 09:43 AM,Lot1AOCSilt.pdf (192.00 KB),aoc,AOC
2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5662230,M/S INDRAJEET SINGH,08-Nov-2025 12:27 PM,Accepted-AOC,aoc,20-Dec-2025 09:43 AM,,,,,,,,,,,,,,,,,AOC
