Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Er. Pramod Kumar,Internal,"En. Akhilesh Kumar EE SNK-3, Balrampur",PRAMOD KUMAR,27-Nov-2025 02:50 PM,27-Nov-2025 02:55 PM,techsummary_2006612.pdf (52.39 KB),06-Dec-2025,"INR 75,862.5",25.0,PRAMOD KUMAR,23-Dec-2025 03:04 PM,Baishdeeh.pdf (230.00 KB),AOC,Technical,Bid Summary,PRAMOD KUMAR,27-Nov-2025 02:40 PM,technical_2006612.pdf,1.0,5699616.0,J P TRADERS,INR,"75,862.5",Finance,Technical Summary,PRAMOD KUMAR,29-Nov-2025 04:43 PM,finance_2006612.pdf,BOQ Comparative Chart,Er. Pramod Kumar,Internal,Er. Akhilesh Kumar EE SNK-3 Balrampur,PRAMOD KUMAR,29-Nov-2025 04:51 PM,finsummary_2006612.pdf (192.59 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-4 Balrampur",2025_UPIDC_1081481_20,01/EE/2025-26,Silt Clearance/Scraping between Km. 0.000 to Km 4.200 of Baishdeeh Minor.,1,5699616,J P TRADERS,24-Nov-2025 10:14 PM,Accepted-AOC,L1,23-Dec-2025 03:04 PM,AOC,1.0,SBI Bank,Silt Clearance/Scraping between Km. 0.000 to Km 4.200 of Baishdeeh Minor.,Silt Clearance/Scraping between Km. 0.000 to Km 4.200 of Baishdeeh Minor.,Please refer Tender documents. ,NA ,"1,08,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Balrampur,271201.0,NA ,NA ,NA ,"SARYU NAHAR KHAND-4, BALRAMPUR",No ,No,19-Nov-2025 04:30 PM,25-Nov-2025 01:00 PM,19-Nov-2025 04:30 PM,25-Nov-2025 10:00 AM,NA ,NA ,19-Nov-2025 04:30 PM,25-Nov-2025 10:00 AM,27-Nov-2025 02:55 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-4 Balrampur",01/EE/2025-26,2025_UPIDC_1081481_20,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,589.0,Nil,Nil,No,"11,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"SARYU NAHAR KHAND-4, BALRAMPUR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5694688,M/S RAM KRISHAN MISHRA CONTRECTOR,23-Nov-2025 02:16 PM,Rejected-Finance,L2,29-Nov-2025 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
