Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
21-Nov-2025,"INR 227,286.58",15.0,VIKAS AGRAWAL,04-Dec-2025 03:26 PM,AOCLot22GogliMr.pdf (796.00 KB),Awarded To SHIV CONTRACTOR,Technical,Two Bids Received are Admitted,VIKAS AGRAWAL,09-Nov-2025 01:36 PM,,Vikas Agrawal,Internal,as per uploaded Document,VIKAS AGRAWAL,10-Nov-2025 11:30 AM,11-Nov-2025 05:00 PM,techsummary_1987301.pdf (3998.57 KB),1.0,5640300.0,SHIV CONTRACTOR,INR,"227,286.58",Vikas Agrawal,Internal,As Per Uploaded Document,VIKAS AGRAWAL,11-Nov-2025 06:13 PM,finsummary_1987301.pdf (3998.57 KB),Finance,Two Bids Received Are Admitted,VIKAS AGRAWAL,11-Nov-2025 05:52 PM,,BOQ Comparative Chart,1,5633538,M/S MUNANDRA SINGH WORK CONTRACTOR,28-Oct-2025 09:51 PM,Rejected-AOC,L2,04-Dec-2025 03:25 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||ID, bijnore",2025_UPIDC_1082040_33,02/EE/2025-26,Silt Clearance /scraping of gogli mr.from km 0.00 to 8.865 km(Lot-22),AOC,1.0,SBI Bank,1.0,Date Time Corrigendum,Date,,Silt Clearance /scraping of gogli mr.from km 0.00 to 8.865 km(Lot-22),Silt Clearance /scraping of gogli mr.from km 0.00 to 8.865 km,Please refer Tender documents. ,NA ,"2,62,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Bijnor,246701.0,NA ,NA ,NA ,I.D. Bijnor,No ,No,677.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Document( Contractor),"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||ID, bijnore",02/EE/2025-26,2025_UPIDC_1082040_33,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,22-Oct-2025 09:00 AM,03-Nov-2025 11:00 AM,22-Oct-2025 09:00 AM,03-Nov-2025 09:00 AM,NA ,NA ,22-Oct-2025 09:00 AM,03-Nov-2025 09:00 AM,11-Nov-2025 05:00 PM,EE,I.D. Bijnor,"5,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5640300,SHIV CONTRACTOR,31-Oct-2025 10:55 AM,Accepted-AOC,L1,04-Dec-2025 03:25 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
