Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
21-Nov-2025,"INR 718,917.88",15.0,NAVNEET KUMAR,17-Dec-2025 01:12 PM,Lot14.pdf (762.00 KB),AOC,Technical,Summary Uploaded,NAVNEET KUMAR,06-Nov-2025 10:19 PM,technical_1983503.pdf,Executive Engineer,Internal,,NAVNEET KUMAR,06-Nov-2025 10:59 PM,07-Nov-2025 03:00 PM,techsummary_1983503.pdf (588.23 KB),Executive Engineer,Internal,,NAVNEET KUMAR,07-Nov-2025 07:33 PM,finsummary_1983503.pdf (394.73 KB),Finance,Summary Uploaded,NAVNEET KUMAR,07-Nov-2025 07:30 PM,finance_1983503.pdf,BOQ Comparative Chart,1.0,5640777.0,M/S Kamlesh Kumar Singh,INR,"718,917.88","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",2025_UPIDC_1082813_14,03/EE/2025-26,AS PER TENDER NOTICE-03 LOT 14,1,5640717,J P ENTERPRISES,31-Oct-2025 12:04 PM,Rejected-Finance,L2,07-Nov-2025 07:33 PM,AOC,16-Oct-2025 11:00 AM,31-Oct-2025 03:00 PM,16-Oct-2025 11:00 AM,31-Oct-2025 01:00 PM,NA ,NA ,16-Oct-2025 11:00 AM,31-Oct-2025 01:00 PM,07-Nov-2025 03:00 PM,AS PER TENDER NOTICE-03 LOT 14,Silt clearence of Shahmau Dy from Km. 0.000 to Km. 8.200 and scarping from Km. 8.200 to km. 16.489,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,Haidergarh,225124.0,NA ,NA ,NA ,Haidergarh,No ,No,"17,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||EE SSK Division-28 Haidergarh",03/EE/2025-26,2025_UPIDC_1082813_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Engineer,"Executive Engineer, Sharda Sahayak Division-28, Haidergarh, Barabanki.",856.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5640777,M/S Kamlesh Kumar Singh,30-Oct-2025 10:40 PM,Accepted-AOC,L1,17-Dec-2025 01:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5640444,PIRALI CONSTRUCTION COMPANY,30-Oct-2025 08:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Nov-2025 10:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5641061,PRATAP CONSTRUCTION,31-Oct-2025 08:27 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Nov-2025 10:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5640533,RIYAZ AHMAD,30-Oct-2025 08:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Nov-2025 10:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
