Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Document,Scraping of internal section of Kakori Dy. From Km. 0.000 to km 9.600 (Lot-05),Scraping of internal section of Kakori Dy. From Km. 0.000 to km 9.600 (Lot-05),Please refer Tender documents. ,NA ,"2,59,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Sitapur,261001.0,16/10/2025 ,EXECUTIVE ENGINEER SITAPUR DIVISION SHARDA CANAL SITAPUR ,16-Oct-2025 12:00 PM ,SITAPUR DIVISION SHARDA CANAL SITAPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",04/EE/2025-26,2025_UPIDC_1082164_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,Executive Engineer,EXECUTIVE ENGINEER SITAPUR DIVISION SHARDA CANAL SITAPUR,1.0,SBI Bank,"5,180",No,fixed,,Nil,Nil,14-Oct-2025 09:00 AM,27-Oct-2025 12:00 PM,14-Oct-2025 09:00 AM,27-Oct-2025 11:00 AM,NA ,NA ,14-Oct-2025 09:00 AM,27-Oct-2025 11:00 AM,03-Nov-2025 02:00 PM,AOC,Technical,03 Technical bid found in 02 accepted and 01 rejected,VISHAL PORWAL,31-Oct-2025 07:46 PM,technical_1981608.pdf,E.E. Vishal Porwal,Internal,E.E. Asutosh kumar,VISHAL PORWAL,10-Nov-2025 06:50 PM,finsummary_1981608.pdf (123.58 KB),Finance,02 Financial bid found in 01 accepted and 01 rejected,VISHAL PORWAL,10-Nov-2025 06:21 PM,finance_1981608.pdf,BOQ Comparative Chart,E.E. Vishal Porwal,Internal,E.E. Asutosh kumar,VISHAL PORWAL,01-Nov-2025 12:23 AM,03-Nov-2025 02:00 PM,techsummary_1981608.pdf (33.81 KB),13-Nov-2025,"INR 225,913",20.0,VISHAL PORWAL,30-Dec-2025 11:58 AM,05.pdf (172.00 KB),Date of start,1,5628615,M/S ANIL KUMAR SINGH,26-Oct-2025 02:11 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,10-Nov-2025 06:50 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",2025_UPIDC_1082164_5,04/EE/2025-26,Scraping of internal section of Kakori Dy. From Km. 0.000 to km 9.600 (Lot-05),1.0,5628463.0,Ram Vilas,INR,"225,913",AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5630385,M/S VOLGA CONSTRUCTION,26-Oct-2025 07:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Oct-2025 07:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5628463,Ram Vilas,26-Oct-2025 01:32 PM,Accepted-AOC,Date of start,30-Dec-2025 11:58 AM,,,,,,,,,,AOC
